Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department,Modules_Taught,staff_entities,department_entities,module_entities,relationships
NUSPF13237,Shannon Henderson,XXXXX178A,1982-05-11T00:00:00Z,2003-01-12T00:00:00Z,Division of Graduate Medical Studies,VM5106,"[('Shannon Henderson', 'Staff')]","[('Division of Graduate Medical Studies', 'Department')]","[('VM5106', 'Module')]","[{'from_type': 'Module', 'from_id': 'VM5106', 'to_type': 'Department', 'to_id': 'Division of Graduate Medical Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'VM5106', 'to_type': 'Staff', 'to_id': 'Shannon Henderson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Shannon Henderson', 'to_type': 'Department', 'to_id': 'Division of Graduate Medical Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13238,Gary Green,XXXXX405A,1986-12-22T00:00:00Z,2000-08-24T00:00:00Z,History,HY3223,"[('Gary Green', 'Staff')]","[('History', 'Department')]","[('HY3223', 'Module')]","[{'from_type': 'Module', 'from_id': 'HY3223', 'to_type': 'Department', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'HY3223', 'to_type': 'Staff', 'to_id': 'Gary Green', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Gary Green', 'to_type': 'Department', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13239,Melissa Stephens,XXXXX644A,1986-06-11T00:00:00Z,2000-06-21T00:00:00Z,Chinese Studies,CHC5337,"[('Melissa Stephens', 'Staff')]","[('Chinese Studies', 'Department')]","[('CHC5337', 'Module')]","[{'from_type': 'Module', 'from_id': 'CHC5337', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CHC5337', 'to_type': 'Staff', 'to_id': 'Melissa Stephens', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Melissa Stephens', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13240,Brian Taylor,XXXXX992A,1992-10-22T00:00:00Z,2002-01-22T00:00:00Z,Built Environment,PM5117,"[('Brian Taylor', 'Staff')]","[('Built Environment', 'Department')]","[('PM5117', 'Module')]","[{'from_type': 'Module', 'from_id': 'PM5117', 'to_type': 'Department', 'to_id': 'Built Environment', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PM5117', 'to_type': 'Staff', 'to_id': 'Brian Taylor', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Brian Taylor', 'to_type': 'Department', 'to_id': 'Built Environment', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13241,Lisa Wilson,XXXXX366A,1993-04-29T00:00:00Z,2006-12-21T00:00:00Z,Architecture,LA4701,"[('Lisa Wilson', 'Staff')]","[('Architecture', 'Department')]","[('LA4701', 'Module')]","[{'from_type': 'Module', 'from_id': 'LA4701', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LA4701', 'to_type': 'Staff', 'to_id': 'Lisa Wilson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Lisa Wilson', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13242,Kathleen Johnson,XXXXX257A,1985-05-01T00:00:00Z,2009-11-07T00:00:00Z,Economics,EC4333,"[('Kathleen Johnson', 'Staff')]","[('Economics', 'Department')]","[('EC4333', 'Module')]","[{'from_type': 'Module', 'from_id': 'EC4333', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EC4333', 'to_type': 'Staff', 'to_id': 'Kathleen Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kathleen Johnson', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13243,Kyle Ramos MD,XXXXX946A,1977-06-21T00:00:00Z,2008-03-01T00:00:00Z,Biomedical Engineering,BN5202,"[('Kyle Ramos MD', 'Staff')]","[('Biomedical Engineering', 'Department')]","[('BN5202', 'Module')]","[{'from_type': 'Module', 'from_id': 'BN5202', 'to_type': 'Department', 'to_id': 'Biomedical Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BN5202', 'to_type': 'Staff', 'to_id': 'Kyle Ramos MD', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kyle Ramos MD', 'to_type': 'Department', 'to_id': 'Biomedical Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13244,Alex Randall,XXXXX509A,1970-09-03T00:00:00Z,2010-07-04T00:00:00Z,Analytics and Operations,DBA4812,"[('Alex Randall', 'Staff')]","[('Analytics and Operations', 'Department')]","[('DBA4812', 'Module')]","[{'from_type': 'Module', 'from_id': 'DBA4812', 'to_type': 'Department', 'to_id': 'Analytics and Operations', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'DBA4812', 'to_type': 'Staff', 'to_id': 'Alex Randall', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Alex Randall', 'to_type': 'Department', 'to_id': 'Analytics and Operations', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13245,David Morales,XXXXX637A,1978-09-12T00:00:00Z,2003-05-12T00:00:00Z,NUS Medicine Dean's Office,ABM5105,"[('David Morales', 'Staff')]","[(""NUS Medicine Dean's Office"", 'Department')]","[('ABM5105', 'Module')]","[{'from_type': 'Module', 'from_id': 'ABM5105', 'to_type': 'Department', 'to_id': ""NUS Medicine Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ABM5105', 'to_type': 'Staff', 'to_id': 'David Morales', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'David Morales', 'to_type': 'Department', 'to_id': ""NUS Medicine Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13246,Alexander Davis,XXXXX627A,1983-03-16T00:00:00Z,2008-11-29T00:00:00Z,History,HY3551,"[('Alexander Davis', 'Staff')]","[('History', 'Department')]","[('HY3551', 'Module')]","[{'from_type': 'Module', 'from_id': 'HY3551', 'to_type': 'Department', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'HY3551', 'to_type': 'Staff', 'to_id': 'Alexander Davis', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Alexander Davis', 'to_type': 'Department', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13247,Mrs. Gloria Walker,XXXXX736A,1986-09-02T00:00:00Z,2007-10-04T00:00:00Z,English,EN5238R,"[('Mrs. Gloria Walker', 'Staff')]","[('English', 'Department')]","[('EN5238R', 'Module')]","[{'from_type': 'Module', 'from_id': 'EN5238R', 'to_type': 'Department', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EN5238R', 'to_type': 'Staff', 'to_id': 'Mrs. Gloria Walker', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Mrs. Gloria Walker', 'to_type': 'Department', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13248,Melanie Green,XXXXX541A,1989-08-02T00:00:00Z,2004-02-13T00:00:00Z,CDE Dean's Office,EG3611,"[('Melanie Green', 'Staff')]","[(""CDE Dean's Office"", 'Department')]","[('EG3611', 'Module')]","[{'from_type': 'Module', 'from_id': 'EG3611', 'to_type': 'Department', 'to_id': ""CDE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EG3611', 'to_type': 'Staff', 'to_id': 'Melanie Green', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Melanie Green', 'to_type': 'Department', 'to_id': ""CDE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13249,Robert Anderson,XXXXX270A,1978-09-29T00:00:00Z,2000-10-11T00:00:00Z,English,GEC1017,"[('Robert Anderson', 'Staff')]","[('English', 'Department')]","[('GEC1017', 'Module')]","[{'from_type': 'Module', 'from_id': 'GEC1017', 'to_type': 'Department', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GEC1017', 'to_type': 'Staff', 'to_id': 'Robert Anderson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Robert Anderson', 'to_type': 'Department', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13250,Lori Jenkins,XXXXX960A,1987-08-24T00:00:00Z,2006-03-08T00:00:00Z,NUS Enterprise Academy,TR3203T,"[('Lori Jenkins', 'Staff')]","[('NUS Enterprise Academy', 'Department')]","[('TR3203T', 'Module')]","[{'from_type': 'Module', 'from_id': 'TR3203T', 'to_type': 'Department', 'to_id': 'NUS Enterprise Academy', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'TR3203T', 'to_type': 'Staff', 'to_id': 'Lori Jenkins', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Lori Jenkins', 'to_type': 'Department', 'to_id': 'NUS Enterprise Academy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13251,William Osborn,XXXXX473A,1994-06-22T00:00:00Z,2009-09-02T00:00:00Z,Chinese Studies,CH2293,"[('William Osborn', 'Staff')]","[('Chinese Studies', 'Department')]","[('CH2293', 'Module')]","[{'from_type': 'Module', 'from_id': 'CH2293', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CH2293', 'to_type': 'Staff', 'to_id': 'William Osborn', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'William Osborn', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13252,Patrick Johnston,XXXXX458A,1974-06-09T00:00:00Z,2007-04-09T00:00:00Z,FoL Dean's Office,LL4056BV,"[('Patrick Johnston', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL4056BV', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL4056BV', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL4056BV', 'to_type': 'Staff', 'to_id': 'Patrick Johnston', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Patrick Johnston', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13253,Kristin Hunt,XXXXX874A,1983-05-01T00:00:00Z,1999-07-30T00:00:00Z,BIZ Dean's Office,BMA5801,"[('Kristin Hunt', 'Staff')]","[(""BIZ Dean's Office"", 'Department')]","[('BMA5801', 'Module')]","[{'from_type': 'Module', 'from_id': 'BMA5801', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BMA5801', 'to_type': 'Staff', 'to_id': 'Kristin Hunt', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kristin Hunt', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13254,Terri Alexander,XXXXX403A,1976-07-04T00:00:00Z,2012-01-22T00:00:00Z,Economics,EC3385,"[('Terri Alexander', 'Staff')]","[('Economics', 'Department')]","[('EC3385', 'Module')]","[{'from_type': 'Module', 'from_id': 'EC3385', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EC3385', 'to_type': 'Staff', 'to_id': 'Terri Alexander', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Terri Alexander', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13255,Patricia Henry,XXXXX788A,1990-12-02T00:00:00Z,2002-11-23T00:00:00Z,Mathematics,QF3101,"[('Patricia Henry', 'Staff')]","[('Mathematics', 'Department')]","[('QF3101', 'Module')]","[{'from_type': 'Module', 'from_id': 'QF3101', 'to_type': 'Department', 'to_id': 'Mathematics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'QF3101', 'to_type': 'Staff', 'to_id': 'Patricia Henry', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Patricia Henry', 'to_type': 'Department', 'to_id': 'Mathematics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13256,Jaclyn Cole,XXXXX477A,1981-02-24T00:00:00Z,2000-07-26T00:00:00Z,Architecture,DEP5103,"[('Jaclyn Cole', 'Staff')]","[('Architecture', 'Department')]","[('DEP5103', 'Module')]","[{'from_type': 'Module', 'from_id': 'DEP5103', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'DEP5103', 'to_type': 'Staff', 'to_id': 'Jaclyn Cole', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jaclyn Cole', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13257,Brandon Russo,XXXXX707A,1989-10-28T00:00:00Z,2007-07-09T00:00:00Z,Physics,PC3289,"[('Brandon Russo', 'Staff')]","[('Physics', 'Department')]","[('PC3289', 'Module')]","[{'from_type': 'Module', 'from_id': 'PC3289', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PC3289', 'to_type': 'Staff', 'to_id': 'Brandon Russo', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Brandon Russo', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13258,Jessica Lang,XXXXX829A,1969-10-17T00:00:00Z,2000-03-14T00:00:00Z,Mechanical Engineering,ME6504,"[('Jessica Lang', 'Staff')]","[('Mechanical Engineering', 'Department')]","[('ME6504', 'Module')]","[{'from_type': 'Module', 'from_id': 'ME6504', 'to_type': 'Department', 'to_id': 'Mechanical Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'ME6504', 'to_type': 'Staff', 'to_id': 'Jessica Lang', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jessica Lang', 'to_type': 'Department', 'to_id': 'Mechanical Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13259,Frank Anthony,XXXXX866A,1979-09-09T00:00:00Z,2007-01-31T00:00:00Z,YSTCM Dean's Office,MUT1102,"[('Frank Anthony', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('MUT1102', 'Module')]","[{'from_type': 'Module', 'from_id': 'MUT1102', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MUT1102', 'to_type': 'Staff', 'to_id': 'Frank Anthony', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Frank Anthony', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13260,Yvonne Lin,XXXXX605A,1975-08-09T00:00:00Z,2010-11-02T00:00:00Z,Center for Engl Lang Comms,UTW1001P,"[('Yvonne Lin', 'Staff')]","[('Center for Engl Lang Comms', 'Department')]","[('UTW1001P', 'Module')]","[{'from_type': 'Module', 'from_id': 'UTW1001P', 'to_type': 'Department', 'to_id': 'Center for Engl Lang Comms', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'UTW1001P', 'to_type': 'Staff', 'to_id': 'Yvonne Lin', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Yvonne Lin', 'to_type': 'Department', 'to_id': 'Center for Engl Lang Comms', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13261,Jennifer Gutierrez,XXXXX388A,1969-08-30T00:00:00Z,2007-01-30T00:00:00Z,Marketing,MKT3711,"[('Jennifer Gutierrez', 'Staff')]","[('Marketing', 'Department')]","[('MKT3711', 'Module')]","[{'from_type': 'Module', 'from_id': 'MKT3711', 'to_type': 'Department', 'to_id': 'Marketing', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MKT3711', 'to_type': 'Staff', 'to_id': 'Jennifer Gutierrez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jennifer Gutierrez', 'to_type': 'Department', 'to_id': 'Marketing', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13262,Tyler Robertson,XXXXX709A,1971-01-14T00:00:00Z,2005-05-09T00:00:00Z,Physics,PC2421,"[('Tyler Robertson', 'Staff')]","[('Physics', 'Department')]","[('PC2421', 'Module')]","[{'from_type': 'Module', 'from_id': 'PC2421', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PC2421', 'to_type': 'Staff', 'to_id': 'Tyler Robertson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Tyler Robertson', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13263,Matthew Osborne,XXXXX567A,1984-05-18T00:00:00Z,2002-02-05T00:00:00Z,Yale-NUS College,YSS3231,"[('Matthew Osborne', 'Staff')]","[('Yale-NUS College', 'Department')]","[('YSS3231', 'Module')]","[{'from_type': 'Module', 'from_id': 'YSS3231', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'YSS3231', 'to_type': 'Staff', 'to_id': 'Matthew Osborne', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Matthew Osborne', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13264,Mark Russo,XXXXX835A,1977-08-23T00:00:00Z,2010-11-17T00:00:00Z,Physics,HSI2011,"[('Mark Russo', 'Staff')]","[('Physics', 'Department')]","[('HSI2011', 'Module')]","[{'from_type': 'Module', 'from_id': 'HSI2011', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'HSI2011', 'to_type': 'Staff', 'to_id': 'Mark Russo', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Mark Russo', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13265,John Sanders,XXXXX312A,1993-04-21T00:00:00Z,2001-05-18T00:00:00Z,YSTCM Dean's Office,MUA4176,"[('John Sanders', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('MUA4176', 'Module')]","[{'from_type': 'Module', 'from_id': 'MUA4176', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MUA4176', 'to_type': 'Staff', 'to_id': 'John Sanders', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'John Sanders', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13266,Jason Murray,XXXXX628A,1990-08-12T00:00:00Z,1999-08-25T00:00:00Z,SCALE Dean's Office,TEE4211,"[('Jason Murray', 'Staff')]","[(""SCALE Dean's Office"", 'Department')]","[('TEE4211', 'Module')]","[{'from_type': 'Module', 'from_id': 'TEE4211', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'TEE4211', 'to_type': 'Staff', 'to_id': 'Jason Murray', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jason Murray', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13267,Nathaniel Scott,XXXXX870A,1970-06-08T00:00:00Z,2010-05-20T00:00:00Z,Physics,PC4246,"[('Nathaniel Scott', 'Staff')]","[('Physics', 'Department')]","[('PC4246', 'Module')]","[{'from_type': 'Module', 'from_id': 'PC4246', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PC4246', 'to_type': 'Staff', 'to_id': 'Nathaniel Scott', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Nathaniel Scott', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13268,Sharon Howard,XXXXX646A,1978-01-04T00:00:00Z,2011-10-26T00:00:00Z,FoL Dean's Office,LL5380S,"[('Sharon Howard', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL5380S', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL5380S', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL5380S', 'to_type': 'Staff', 'to_id': 'Sharon Howard', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Sharon Howard', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13269,Alyssa Palmer,XXXXX206A,1980-07-28T00:00:00Z,2006-09-23T00:00:00Z,FoL Dean's Office,LL5004V,"[('Alyssa Palmer', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL5004V', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL5004V', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL5004V', 'to_type': 'Staff', 'to_id': 'Alyssa Palmer', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Alyssa Palmer', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13270,Maria Jones,XXXXX865A,1984-01-10T00:00:00Z,2012-10-26T00:00:00Z,Chinese Studies,CH3293,"[('Maria Jones', 'Staff')]","[('Chinese Studies', 'Department')]","[('CH3293', 'Module')]","[{'from_type': 'Module', 'from_id': 'CH3293', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CH3293', 'to_type': 'Staff', 'to_id': 'Maria Jones', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Maria Jones', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13271,William Perry,XXXXX969A,1971-11-26T00:00:00Z,2011-03-12T00:00:00Z,Chemical and Biomolecular Engineering,CN5193,"[('William Perry', 'Staff')]","[('Chemical and Biomolecular Engineering', 'Department')]","[('CN5193', 'Module')]","[{'from_type': 'Module', 'from_id': 'CN5193', 'to_type': 'Department', 'to_id': 'Chemical and Biomolecular Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CN5193', 'to_type': 'Staff', 'to_id': 'William Perry', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'William Perry', 'to_type': 'Department', 'to_id': 'Chemical and Biomolecular Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13272,Andrew Reid,XXXXX670A,1973-03-17T00:00:00Z,2010-03-28T00:00:00Z,Philosophy,PH4201,"[('Andrew Reid', 'Staff')]","[('Philosophy', 'Department')]","[('PH4201', 'Module')]","[{'from_type': 'Module', 'from_id': 'PH4201', 'to_type': 'Department', 'to_id': 'Philosophy', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PH4201', 'to_type': 'Staff', 'to_id': 'Andrew Reid', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Andrew Reid', 'to_type': 'Department', 'to_id': 'Philosophy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13273,Michael Hall,XXXXX786A,1980-09-09T00:00:00Z,2001-05-06T00:00:00Z,Psychology,PLS8004,"[('Michael Hall', 'Staff')]","[('Psychology', 'Department')]","[('PLS8004', 'Module')]","[{'from_type': 'Module', 'from_id': 'PLS8004', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PLS8004', 'to_type': 'Staff', 'to_id': 'Michael Hall', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michael Hall', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13274,Cindy Clark,XXXXX282A,1977-11-21T00:00:00Z,2014-05-22T00:00:00Z,LKYSPP Dean's Office,PP5234,"[('Cindy Clark', 'Staff')]","[(""LKYSPP Dean's Office"", 'Department')]","[('PP5234', 'Module')]","[{'from_type': 'Module', 'from_id': 'PP5234', 'to_type': 'Department', 'to_id': ""LKYSPP Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PP5234', 'to_type': 'Staff', 'to_id': 'Cindy Clark', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Cindy Clark', 'to_type': 'Department', 'to_id': ""LKYSPP Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13275,Veronica Baker,XXXXX617A,1985-03-24T00:00:00Z,2007-09-23T00:00:00Z,Yale-NUS College,YIR3313G,"[('Veronica Baker', 'Staff')]","[('Yale-NUS College', 'Department')]","[('YIR3313G', 'Module')]","[{'from_type': 'Module', 'from_id': 'YIR3313G', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'YIR3313G', 'to_type': 'Staff', 'to_id': 'Veronica Baker', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Veronica Baker', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13276,Lindsay Jackson,XXXXX209A,1978-09-21T00:00:00Z,2000-02-27T00:00:00Z,YSTCM Dean's Office,MUA3243,"[('Lindsay Jackson', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('MUA3243', 'Module')]","[{'from_type': 'Module', 'from_id': 'MUA3243', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MUA3243', 'to_type': 'Staff', 'to_id': 'Lindsay Jackson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Lindsay Jackson', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13277,Kimberly Beard,XXXXX682A,1980-11-29T00:00:00Z,2009-12-21T00:00:00Z,BIZ Dean's Office,BMK5100,"[('Kimberly Beard', 'Staff')]","[(""BIZ Dean's Office"", 'Department')]","[('BMK5100', 'Module')]","[{'from_type': 'Module', 'from_id': 'BMK5100', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BMK5100', 'to_type': 'Staff', 'to_id': 'Kimberly Beard', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kimberly Beard', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
