Employee ID,Employee Name,NRIC,DOB,DOJ,Department,Modules Taught,staff_entities,department_entities,module_entities,relationships
NUSPF13236,Mark Mitchell,XXXXX406A,1984-12-22T00:00:00Z,2012-11-19T00:00:00Z,Electrical and Computer Engineering,EE5002,"[('Mark Mitchell', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE5002', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EE5002', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EE5002', 'to_type': 'STAFF', 'to_id': 'Mark Mitchell', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Mark Mitchell', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13237,Shannon Henderson,XXXXX178A,1982-05-11T00:00:00Z,2003-01-12T00:00:00Z,Division of Graduate Medical Studies,VM5106,"[('Shannon Henderson', 'STAFF')]","[('Division of Graduate Medical Studies', 'DEPARTMENT')]","[('VM5106', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'VM5106', 'to_type': 'DEPARTMENT', 'to_id': 'Division of Graduate Medical Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'VM5106', 'to_type': 'STAFF', 'to_id': 'Shannon Henderson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Shannon Henderson', 'to_type': 'DEPARTMENT', 'to_id': 'Division of Graduate Medical Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13238,Gary Green,XXXXX405A,1986-12-22T00:00:00Z,2000-08-24T00:00:00Z,History,HY3223,"[('Gary Green', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY3223', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'HY3223', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'HY3223', 'to_type': 'STAFF', 'to_id': 'Gary Green', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Gary Green', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13239,Melissa Stephens,XXXXX644A,1986-06-11T00:00:00Z,2000-06-21T00:00:00Z,Chinese Studies,CHC5337,"[('Melissa Stephens', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CHC5337', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CHC5337', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CHC5337', 'to_type': 'STAFF', 'to_id': 'Melissa Stephens', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Melissa Stephens', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13240,Brian Taylor,XXXXX992A,1992-10-22T00:00:00Z,2002-01-22T00:00:00Z,Built Environment,PM5117,"[('Brian Taylor', 'STAFF')]","[('Built Environment', 'DEPARTMENT')]","[('PM5117', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PM5117', 'to_type': 'DEPARTMENT', 'to_id': 'Built Environment', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PM5117', 'to_type': 'STAFF', 'to_id': 'Brian Taylor', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Brian Taylor', 'to_type': 'DEPARTMENT', 'to_id': 'Built Environment', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13241,Lisa Wilson,XXXXX366A,1993-04-29T00:00:00Z,2006-12-21T00:00:00Z,Architecture,LA4701,"[('Lisa Wilson', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('LA4701', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LA4701', 'to_type': 'DEPARTMENT', 'to_id': 'Architecture', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LA4701', 'to_type': 'STAFF', 'to_id': 'Lisa Wilson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Lisa Wilson', 'to_type': 'DEPARTMENT', 'to_id': 'Architecture', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13242,Kathleen Johnson,XXXXX257A,1985-05-01T00:00:00Z,2009-11-07T00:00:00Z,Economics,EC4333,"[('Kathleen Johnson', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC4333', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EC4333', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EC4333', 'to_type': 'STAFF', 'to_id': 'Kathleen Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kathleen Johnson', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13243,Kyle Ramos MD,XXXXX946A,1977-06-21T00:00:00Z,2008-03-01T00:00:00Z,Biomedical Engineering,BN5202,"[('Kyle Ramos MD', 'STAFF')]","[('Biomedical Engineering', 'DEPARTMENT')]","[('BN5202', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BN5202', 'to_type': 'DEPARTMENT', 'to_id': 'Biomedical Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BN5202', 'to_type': 'STAFF', 'to_id': 'Kyle Ramos MD', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kyle Ramos MD', 'to_type': 'DEPARTMENT', 'to_id': 'Biomedical Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13244,Alex Randall,XXXXX509A,1970-09-03T00:00:00Z,2010-07-04T00:00:00Z,Analytics and Operations,DBA4812,"[('Alex Randall', 'STAFF')]","[('Analytics and Operations', 'DEPARTMENT')]","[('DBA4812', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'DBA4812', 'to_type': 'DEPARTMENT', 'to_id': 'Analytics and Operations', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'DBA4812', 'to_type': 'STAFF', 'to_id': 'Alex Randall', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Alex Randall', 'to_type': 'DEPARTMENT', 'to_id': 'Analytics and Operations', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13245,David Morales,XXXXX637A,1978-09-12T00:00:00Z,2003-05-12T00:00:00Z,NUS Medicine Dean's Office,ABM5105,"[('David Morales', 'STAFF')]","[(""NUS Medicine Dean's Office"", 'DEPARTMENT')]","[('ABM5105', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ABM5105', 'to_type': 'DEPARTMENT', 'to_id': ""NUS Medicine Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ABM5105', 'to_type': 'STAFF', 'to_id': 'David Morales', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'David Morales', 'to_type': 'DEPARTMENT', 'to_id': ""NUS Medicine Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13246,Alexander Davis,XXXXX627A,1983-03-16T00:00:00Z,2008-11-29T00:00:00Z,History,HY3551,"[('Alexander Davis', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY3551', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'HY3551', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'HY3551', 'to_type': 'STAFF', 'to_id': 'Alexander Davis', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Alexander Davis', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13247,Mrs. Gloria Walker,XXXXX736A,1986-09-02T00:00:00Z,2007-10-04T00:00:00Z,English,EN5238R,"[('Mrs. Gloria Walker', 'STAFF')]","[('English', 'DEPARTMENT')]","[('EN5238R', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EN5238R', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EN5238R', 'to_type': 'STAFF', 'to_id': 'Mrs. Gloria Walker', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Mrs. Gloria Walker', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13248,Melanie Green,XXXXX541A,1989-08-02T00:00:00Z,2004-02-13T00:00:00Z,CDE Dean's Office,EG3611,"[('Melanie Green', 'STAFF')]","[(""CDE Dean's Office"", 'DEPARTMENT')]","[('EG3611', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EG3611', 'to_type': 'DEPARTMENT', 'to_id': ""CDE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EG3611', 'to_type': 'STAFF', 'to_id': 'Melanie Green', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Melanie Green', 'to_type': 'DEPARTMENT', 'to_id': ""CDE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13249,Robert Anderson,XXXXX270A,1978-09-29T00:00:00Z,2000-10-11T00:00:00Z,English,GEC1017,"[('Robert Anderson', 'STAFF')]","[('English', 'DEPARTMENT')]","[('GEC1017', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'GEC1017', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'GEC1017', 'to_type': 'STAFF', 'to_id': 'Robert Anderson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Robert Anderson', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13250,Lori Jenkins,XXXXX960A,1987-08-24T00:00:00Z,2006-03-08T00:00:00Z,NUS Enterprise Academy,TR3203T,"[('Lori Jenkins', 'STAFF')]","[('NUS Enterprise Academy', 'DEPARTMENT')]","[('TR3203T', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'TR3203T', 'to_type': 'DEPARTMENT', 'to_id': 'NUS Enterprise Academy', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'TR3203T', 'to_type': 'STAFF', 'to_id': 'Lori Jenkins', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Lori Jenkins', 'to_type': 'DEPARTMENT', 'to_id': 'NUS Enterprise Academy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13251,William Osborn,XXXXX473A,1994-06-22T00:00:00Z,2009-09-02T00:00:00Z,Chinese Studies,CH2293,"[('William Osborn', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CH2293', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CH2293', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CH2293', 'to_type': 'STAFF', 'to_id': 'William Osborn', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'William Osborn', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13252,Patrick Johnston,XXXXX458A,1974-06-09T00:00:00Z,2007-04-09T00:00:00Z,FoL Dean's Office,LL4056BV,"[('Patrick Johnston', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL4056BV', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL4056BV', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL4056BV', 'to_type': 'STAFF', 'to_id': 'Patrick Johnston', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Patrick Johnston', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13253,Kristin Hunt,XXXXX874A,1983-05-01T00:00:00Z,1999-07-30T00:00:00Z,BIZ Dean's Office,BMA5801,"[('Kristin Hunt', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMA5801', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BMA5801', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BMA5801', 'to_type': 'STAFF', 'to_id': 'Kristin Hunt', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kristin Hunt', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13254,Terri Alexander,XXXXX403A,1976-07-04T00:00:00Z,2012-01-22T00:00:00Z,Economics,EC3385,"[('Terri Alexander', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC3385', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EC3385', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EC3385', 'to_type': 'STAFF', 'to_id': 'Terri Alexander', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Terri Alexander', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13255,Patricia Henry,XXXXX788A,1990-12-02T00:00:00Z,2002-11-23T00:00:00Z,Mathematics,QF3101,"[('Patricia Henry', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('QF3101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'QF3101', 'to_type': 'DEPARTMENT', 'to_id': 'Mathematics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'QF3101', 'to_type': 'STAFF', 'to_id': 'Patricia Henry', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Patricia Henry', 'to_type': 'DEPARTMENT', 'to_id': 'Mathematics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13256,Jaclyn Cole,XXXXX477A,1981-02-24T00:00:00Z,2000-07-26T00:00:00Z,Architecture,DEP5103,"[('Jaclyn Cole', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('DEP5103', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'DEP5103', 'to_type': 'DEPARTMENT', 'to_id': 'Architecture', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'DEP5103', 'to_type': 'STAFF', 'to_id': 'Jaclyn Cole', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jaclyn Cole', 'to_type': 'DEPARTMENT', 'to_id': 'Architecture', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13257,Brandon Russo,XXXXX707A,1989-10-28T00:00:00Z,2007-07-09T00:00:00Z,Physics,PC3289,"[('Brandon Russo', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC3289', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PC3289', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PC3289', 'to_type': 'STAFF', 'to_id': 'Brandon Russo', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Brandon Russo', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13258,Jessica Lang,XXXXX829A,1969-10-17T00:00:00Z,2000-03-14T00:00:00Z,Mechanical Engineering,ME6504,"[('Jessica Lang', 'STAFF')]","[('Mechanical Engineering', 'DEPARTMENT')]","[('ME6504', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ME6504', 'to_type': 'DEPARTMENT', 'to_id': 'Mechanical Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ME6504', 'to_type': 'STAFF', 'to_id': 'Jessica Lang', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jessica Lang', 'to_type': 'DEPARTMENT', 'to_id': 'Mechanical Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13259,Frank Anthony,XXXXX866A,1979-09-09T00:00:00Z,2007-01-31T00:00:00Z,YSTCM Dean's Office,MUT1102,"[('Frank Anthony', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUT1102', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'MUT1102', 'to_type': 'DEPARTMENT', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'MUT1102', 'to_type': 'STAFF', 'to_id': 'Frank Anthony', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Frank Anthony', 'to_type': 'DEPARTMENT', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13260,Yvonne Lin,XXXXX605A,1975-08-09T00:00:00Z,2010-11-02T00:00:00Z,Center for Engl Lang Comms,UTW1001P,"[('Yvonne Lin', 'STAFF')]","[('Center for Engl Lang Comms', 'DEPARTMENT')]","[('UTW1001P', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'UTW1001P', 'to_type': 'DEPARTMENT', 'to_id': 'Center for Engl Lang Comms', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'UTW1001P', 'to_type': 'STAFF', 'to_id': 'Yvonne Lin', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Yvonne Lin', 'to_type': 'DEPARTMENT', 'to_id': 'Center for Engl Lang Comms', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13261,Jennifer Gutierrez,XXXXX388A,1969-08-30T00:00:00Z,2007-01-30T00:00:00Z,Marketing,MKT3711,"[('Jennifer Gutierrez', 'STAFF')]","[('Marketing', 'DEPARTMENT')]","[('MKT3711', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'MKT3711', 'to_type': 'DEPARTMENT', 'to_id': 'Marketing', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'MKT3711', 'to_type': 'STAFF', 'to_id': 'Jennifer Gutierrez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jennifer Gutierrez', 'to_type': 'DEPARTMENT', 'to_id': 'Marketing', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13262,Tyler Robertson,XXXXX709A,1971-01-14T00:00:00Z,2005-05-09T00:00:00Z,Physics,PC2421,"[('Tyler Robertson', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC2421', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PC2421', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PC2421', 'to_type': 'STAFF', 'to_id': 'Tyler Robertson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Tyler Robertson', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13263,Matthew Osborne,XXXXX567A,1984-05-18T00:00:00Z,2002-02-05T00:00:00Z,Yale-NUS College,YSS3231,"[('Matthew Osborne', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS3231', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YSS3231', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YSS3231', 'to_type': 'STAFF', 'to_id': 'Matthew Osborne', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Matthew Osborne', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13264,Mark Russo,XXXXX835A,1977-08-23T00:00:00Z,2010-11-17T00:00:00Z,Physics,HSI2011,"[('Mark Russo', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('HSI2011', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'HSI2011', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'HSI2011', 'to_type': 'STAFF', 'to_id': 'Mark Russo', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Mark Russo', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13265,John Sanders,XXXXX312A,1993-04-21T00:00:00Z,2001-05-18T00:00:00Z,YSTCM Dean's Office,MUA4176,"[('John Sanders', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA4176', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'MUA4176', 'to_type': 'DEPARTMENT', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'MUA4176', 'to_type': 'STAFF', 'to_id': 'John Sanders', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'John Sanders', 'to_type': 'DEPARTMENT', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13266,Jason Murray,XXXXX628A,1990-08-12T00:00:00Z,1999-08-25T00:00:00Z,SCALE Dean's Office,TEE4211,"[('Jason Murray', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TEE4211', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'TEE4211', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'TEE4211', 'to_type': 'STAFF', 'to_id': 'Jason Murray', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jason Murray', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13267,Nathaniel Scott,XXXXX870A,1970-06-08T00:00:00Z,2010-05-20T00:00:00Z,Physics,PC4246,"[('Nathaniel Scott', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC4246', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PC4246', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PC4246', 'to_type': 'STAFF', 'to_id': 'Nathaniel Scott', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Nathaniel Scott', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13268,Sharon Howard,XXXXX646A,1978-01-04T00:00:00Z,2011-10-26T00:00:00Z,FoL Dean's Office,LL5380S,"[('Sharon Howard', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5380S', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL5380S', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL5380S', 'to_type': 'STAFF', 'to_id': 'Sharon Howard', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Sharon Howard', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13269,Alyssa Palmer,XXXXX206A,1980-07-28T00:00:00Z,2006-09-23T00:00:00Z,FoL Dean's Office,LL5004V,"[('Alyssa Palmer', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5004V', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL5004V', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL5004V', 'to_type': 'STAFF', 'to_id': 'Alyssa Palmer', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Alyssa Palmer', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF13270,Maria Jones,XXXXX865A,1984-01-10T00:00:00Z,2012-10-26T00:00:00Z,Chinese Studies,CH3293,"[('Maria Jones', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CH3293', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CH3293', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CH3293', 'to_type': 'STAFF', 'to_id': 'Maria Jones', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Maria Jones', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13271,William Perry,XXXXX969A,1971-11-26T00:00:00Z,2011-03-12T00:00:00Z,Chemical and Biomolecular Engineering,CN5193,"[('William Perry', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('CN5193', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CN5193', 'to_type': 'DEPARTMENT', 'to_id': 'Chemical and Biomolecular Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CN5193', 'to_type': 'STAFF', 'to_id': 'William Perry', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'William Perry', 'to_type': 'DEPARTMENT', 'to_id': 'Chemical and Biomolecular Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13272,Andrew Reid,XXXXX670A,1973-03-17T00:00:00Z,2010-03-28T00:00:00Z,Philosophy,PH4201,"[('Andrew Reid', 'STAFF')]","[('Philosophy', 'DEPARTMENT')]","[('PH4201', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PH4201', 'to_type': 'DEPARTMENT', 'to_id': 'Philosophy', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PH4201', 'to_type': 'STAFF', 'to_id': 'Andrew Reid', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Andrew Reid', 'to_type': 'DEPARTMENT', 'to_id': 'Philosophy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF13273,Michael Hall,XXXXX786A,1980-09-09T00:00:00Z,2001-05-06T00:00:00Z,Psychology,PLS8004,"[('Michael Hall', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PLS8004', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PLS8004', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PLS8004', 'to_type': 'STAFF', 'to_id': 'Michael Hall', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Michael Hall', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
