Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department_ID,Modules_Taught,Staff_entities,Department_entities,Module_entities,Relationships
NUSPF13099,Brandon Cline,XXXXX382A,1975-05-08T00:00:00Z,1999-10-11T00:00:00Z,Information Systems and Analytics,IS3251,"[('Brandon Cline', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('IS3251', 'MODULE')]",
NUSPF13100,Kathryn Ball,XXXXX763A,1991-09-28T00:00:00Z,2005-03-01T00:00:00Z,Mathematics,DSE4101,"[('Kathryn Ball', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('DSE4101', 'MODULE')]",
NUSPF13101,Patricia Dillon,XXXXX778A,1970-08-16T00:00:00Z,2001-07-29T00:00:00Z,Alice Lee Center for Nursing Studies,NUR6005,"[('Patricia Dillon', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR6005', 'MODULE')]",
NUSPF13102,Justin Jones,XXXXX641A,1980-05-17T00:00:00Z,2007-01-13T00:00:00Z,English,TS2233,"[('Justin Jones', 'STAFF')]","[('English', 'DEPARTMENT')]","[('TS2233', 'MODULE')]",
NUSPF13103,Christopher Hernandez,XXXXX597A,1971-12-02T00:00:00Z,2009-10-25T00:00:00Z,YSTCM Dean's Office,MUA3256B,"[('Christopher Hernandez', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA3256B', 'MODULE')]",
NUSPF13104,Steven Keith,XXXXX893A,1977-05-21T00:00:00Z,2003-03-25T00:00:00Z,BIZ Dean's Office,BMC5026,"[('Steven Keith', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMC5026', 'MODULE')]",
NUSPF13105,Nicholas Martinez,XXXXX630A,1988-05-11T00:00:00Z,2001-10-28T00:00:00Z,Mechanical Engineering,ME5406,"[('Nicholas Martinez', 'STAFF')]","[('Mechanical Engineering', 'DEPARTMENT')]","[('ME5406', 'MODULE')]",
NUSPF13106,Andrew Zimmerman,XXXXX136A,1986-08-19T00:00:00Z,2010-05-24T00:00:00Z,Psychology,PLS8004,"[('Andrew Zimmerman', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PLS8004', 'MODULE')]",
NUSPF13107,Adrienne Phelps,XXXXX307A,1977-03-15T00:00:00Z,2004-05-14T00:00:00Z,NUS Enterprise Academy,ETP5311,"[('Adrienne Phelps', 'STAFF')]","[('NUS Enterprise Academy', 'DEPARTMENT')]","[('ETP5311', 'MODULE')]",
NUSPF13108,Valerie Gonzalez MD,XXXXX262A,1972-04-08T00:00:00Z,2006-04-01T00:00:00Z,BIZ Dean's Office,BMA5136,"[('Valerie Gonzalez MD', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMA5136', 'MODULE')]",
NUSPF13109,James Adkins,XXXXX612A,1971-03-22T00:00:00Z,2000-12-14T00:00:00Z,Chemistry,UTOS2001C,"[('James Adkins', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('UTOS2001C', 'MODULE')]",
NUSPF13110,Sierra Holt,XXXXX612A,1976-11-15T00:00:00Z,2014-07-01T00:00:00Z,FoL Dean's Office,LCD5204BV,"[('Sierra Holt', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LCD5204BV', 'MODULE')]",
NUSPF13111,Jennifer Walker,XXXXX464A,1991-08-14T00:00:00Z,2002-07-22T00:00:00Z,Industrial Systems Engineering and Management,MT5912,"[('Jennifer Walker', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('MT5912', 'MODULE')]",
NUSPF13112,Vernon Romero,XXXXX195A,1986-09-24T00:00:00Z,2003-07-04T00:00:00Z,BIZ Dean's Office,BMA5539,"[('Vernon Romero', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMA5539', 'MODULE')]",
NUSPF13113,Bobby Becker,XXXXX897A,1992-01-14T00:00:00Z,2003-05-30T00:00:00Z,FASS DO/Office of Programmes,NHS4912PH,"[('Bobby Becker', 'STAFF')]","[('FASS DO/Office of Programmes', 'DEPARTMENT')]","[('NHS4912PH', 'MODULE')]",
NUSPF13114,Robert Bennett,XXXXX657A,1985-06-16T00:00:00Z,2012-03-14T00:00:00Z,History,HY4233HM,"[('Robert Bennett', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY4233HM', 'MODULE')]",
NUSPF13115,Stephanie Coffey,XXXXX512A,1983-06-21T00:00:00Z,2006-03-18T00:00:00Z,English,EL4252HM,"[('Stephanie Coffey', 'STAFF')]","[('English', 'DEPARTMENT')]","[('EL4252HM', 'MODULE')]",
NUSPF13116,Jerome Davis,XXXXX222A,1980-04-25T00:00:00Z,2005-04-18T00:00:00Z,Strategy and Policy,BMP5202,"[('Jerome Davis', 'STAFF')]","[('Strategy and Policy', 'DEPARTMENT')]","[('BMP5202', 'MODULE')]",
NUSPF13117,Manuel Carlson,XXXXX203A,1984-09-06T00:00:00Z,2009-03-16T00:00:00Z,FoL Dean's Office,LL5359Z,"[('Manuel Carlson', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5359Z', 'MODULE')]",
NUSPF13118,Robert Brady,XXXXX615A,1991-07-13T00:00:00Z,2012-02-11T00:00:00Z,SCALE Dean's Office,TIE2140,"[('Robert Brady', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TIE2140', 'MODULE')]",
NUSPF13119,Michelle Castillo,XXXXX565A,1978-10-11T00:00:00Z,2007-03-13T00:00:00Z,Political Science,PS4203HM,"[('Michelle Castillo', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('PS4203HM', 'MODULE')]",
NUSPF13120,Jeff Winters,XXXXX228A,1993-05-08T00:00:00Z,2010-12-23T00:00:00Z,SoC Dean's Office,XFC4101,"[('Jeff Winters', 'STAFF')]","[(""SoC Dean's Office"", 'DEPARTMENT')]","[('XFC4101', 'MODULE')]",
NUSPF13121,Cynthia Holder,XXXXX840A,1994-01-21T00:00:00Z,2004-03-21T00:00:00Z,SSH School of Public Health Dean's Office,SPH2301,"[('Cynthia Holder', 'STAFF')]","[(""SSH School of Public Health Dean's Office"", 'DEPARTMENT')]","[('SPH2301', 'MODULE')]",
NUSPF13122,Lucas Turner,XXXXX591A,1982-06-05T00:00:00Z,2011-09-03T00:00:00Z,Chemistry,CM3288,"[('Lucas Turner', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM3288', 'MODULE')]",
NUSPF13123,Debra Johnson,XXXXX782A,1983-04-21T00:00:00Z,2006-07-07T00:00:00Z,Physics,HSI2008,"[('Debra Johnson', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('HSI2008', 'MODULE')]",
NUSPF13124,Jennifer Liu,XXXXX534A,1985-06-18T00:00:00Z,2003-09-21T00:00:00Z,Statistics and Data Science,ST3288,"[('Jennifer Liu', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('ST3288', 'MODULE')]",
NUSPF13125,Olivia Schmidt,XXXXX746A,1990-10-05T00:00:00Z,2000-12-09T00:00:00Z,NUS Medicine Dean's Office,MDG5251,"[('Olivia Schmidt', 'STAFF')]","[(""NUS Medicine Dean's Office"", 'DEPARTMENT')]","[('MDG5251', 'MODULE')]",
NUSPF13126,Julie Green,XXXXX322A,1976-01-17T00:00:00Z,2005-11-09T00:00:00Z,BIZ Dean's Office,BMC5022,"[('Julie Green', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMC5022', 'MODULE')]",
NUSPF13127,Theresa Mann,XXXXX462A,1985-08-14T00:00:00Z,2007-03-29T00:00:00Z,English,EN3254,"[('Theresa Mann', 'STAFF')]","[('English', 'DEPARTMENT')]","[('EN3254', 'MODULE')]",
NUSPF13128,Lisa Santiago,XXXXX975A,1988-06-08T00:00:00Z,2001-12-21T00:00:00Z,Physics,PC4248,"[('Lisa Santiago', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC4248', 'MODULE')]",
NUSPF13129,Joseph Gallegos,XXXXX978A,1987-10-29T00:00:00Z,2013-11-09T00:00:00Z,Economics,ECA5381,"[('Joseph Gallegos', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('ECA5381', 'MODULE')]",
NUSPF13130,Jennifer Taylor,XXXXX941A,1973-05-12T00:00:00Z,2008-02-10T00:00:00Z,YSTCM Dean's Office,MUA4174,"[('Jennifer Taylor', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA4174', 'MODULE')]",
NUSPF13131,Gabriel Nunez,XXXXX217A,1975-06-24T00:00:00Z,2013-09-19T00:00:00Z,Political Science,GL4101,"[('Gabriel Nunez', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('GL4101', 'MODULE')]",
NUSPF13132,Renee Holmes,XXXXX763A,1970-09-24T00:00:00Z,2000-03-10T00:00:00Z,NUS College Dean's Office,NST2052,"[('Renee Holmes', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NST2052', 'MODULE')]",
NUSPF13133,Abigail Gonzalez,XXXXX675A,1984-01-27T00:00:00Z,2009-12-20T00:00:00Z,FoL Dean's Office,LL6203C,"[('Abigail Gonzalez', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL6203C', 'MODULE')]",
NUSPF13134,Timothy Abbott,XXXXX769A,1987-07-30T00:00:00Z,2012-11-21T00:00:00Z,Political Science,PS4303,"[('Timothy Abbott', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('PS4303', 'MODULE')]",
NUSPF13135,Jonathan Campos,XXXXX171A,1986-05-05T00:00:00Z,1999-08-21T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5703,"[('Jonathan Campos', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR5703', 'MODULE')]",
NUSPF13136,Martin Vega,XXXXX408A,1970-11-25T00:00:00Z,2002-12-20T00:00:00Z,Japanese Studies,GEC1032,"[('Martin Vega', 'STAFF')]","[('Japanese Studies', 'DEPARTMENT')]","[('GEC1032', 'MODULE')]",
NUSPF13137,Kyle Le,XXXXX631A,1992-09-21T00:00:00Z,2006-10-17T00:00:00Z,YSTCM Dean's Office,MUA4226,"[('Kyle Le', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA4226', 'MODULE')]",
NUSPF13138,Lynn Burch,XXXXX627A,1976-11-11T00:00:00Z,2006-09-07T00:00:00Z,Statistics and Data Science,ST3310,"[('Lynn Burch', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('ST3310', 'MODULE')]",
NUSPF13139,Christina Stevens DDS,XXXXX257A,1976-12-01T00:00:00Z,2001-06-07T00:00:00Z,Chemistry,CM3289N,"[('Christina Stevens DDS', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM3289N', 'MODULE')]",
NUSPF13140,Tyler Gordon,XXXXX847A,1990-11-22T00:00:00Z,2006-06-29T00:00:00Z,Yale-NUS College,YHU3293,"[('Tyler Gordon', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YHU3293', 'MODULE')]",
NUSPF13141,Mr. Hunter Howell Jr.,XXXXX937A,1986-04-01T00:00:00Z,2004-10-14T00:00:00Z,Materials Science and Engineering,MLE6208,"[('Mr. Hunter Howell Jr.', 'STAFF')]","[('Materials Science and Engineering', 'DEPARTMENT')]","[('MLE6208', 'MODULE')]",
NUSPF13142,Laura Irwin,XXXXX590A,1987-05-30T00:00:00Z,2010-07-29T00:00:00Z,Chemical and Biomolecular Engineering,CN6020,"[('Laura Irwin', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('CN6020', 'MODULE')]",
NUSPF13143,Troy Benitez,XXXXX270A,1991-03-16T00:00:00Z,2000-04-16T00:00:00Z,Sociology and Anthropology,AN2203,"[('Troy Benitez', 'STAFF')]","[('Sociology and Anthropology', 'DEPARTMENT')]","[('AN2203', 'MODULE')]",
NUSPF13144,Michele Fuller,XXXXX346A,1973-02-23T00:00:00Z,2008-04-26T00:00:00Z,Alice Lee Center for Nursing Studies,NUR3503,"[('Michele Fuller', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR3503', 'MODULE')]",
NUSPF13145,Daniel Williams,XXXXX436A,1976-10-01T00:00:00Z,2004-11-26T00:00:00Z,Division of Graduate Dental Studies,DY5350,"[('Daniel Williams', 'STAFF')]","[('Division of Graduate Dental Studies', 'DEPARTMENT')]","[('DY5350', 'MODULE')]",
NUSPF13146,Jennifer Scott,XXXXX844A,1981-04-28T00:00:00Z,2014-02-12T00:00:00Z,CDE Dean's Office,CDE2605,"[('Jennifer Scott', 'STAFF')]","[(""CDE Dean's Office"", 'DEPARTMENT')]","[('CDE2605', 'MODULE')]",
NUSPF13147,Christopher Mays,XXXXX188A,1991-01-26T00:00:00Z,2012-03-09T00:00:00Z,FoL Dean's Office,LLJ5485X,"[('Christopher Mays', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LLJ5485X', 'MODULE')]",
NUSPF13148,William Sanders,XXXXX744A,1992-08-27T00:00:00Z,2010-03-23T00:00:00Z,English,EN2202,"[('William Sanders', 'STAFF')]","[('English', 'DEPARTMENT')]","[('EN2202', 'MODULE')]",
NUSPF13149,Elizabeth Tyler,XXXXX702A,1980-04-13T00:00:00Z,2003-03-24T00:00:00Z,YSTCM Dean's Office,MUA2159,"[('Elizabeth Tyler', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA2159', 'MODULE')]",
NUSPF13150,Melissa Green,XXXXX296A,1980-02-01T00:00:00Z,2008-10-01T00:00:00Z,YSTCM Dean's Office,MUA3110,"[('Melissa Green', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA3110', 'MODULE')]",
NUSPF13151,Helen Michael,XXXXX332A,1974-01-15T00:00:00Z,2007-09-20T00:00:00Z,NUS Medicine Dean's Office,MD3140T,"[('Helen Michael', 'STAFF')]","[(""NUS Medicine Dean's Office"", 'DEPARTMENT')]","[('MD3140T', 'MODULE')]",
NUSPF13152,Terry Aguilar,XXXXX692A,1987-12-14T00:00:00Z,2004-04-19T00:00:00Z,Electrical and Computer Engineering,EE5114,"[('Terry Aguilar', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE5114', 'MODULE')]",
NUSPF13153,Timothy Schaefer,XXXXX923A,1993-01-10T00:00:00Z,2002-02-19T00:00:00Z,FoL Dean's Office,LL5398,"[('Timothy Schaefer', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5398', 'MODULE')]",
NUSPF13154,Justin Hernandez,XXXXX398A,1975-10-05T00:00:00Z,2006-02-03T00:00:00Z,Information Systems and Analytics,IS5010,"[('Justin Hernandez', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('IS5010', 'MODULE')]",
NUSPF13155,Joshua Swanson,XXXXX950A,1983-11-03T00:00:00Z,2002-04-21T00:00:00Z,Statistics and Data Science,ST4248,"[('Joshua Swanson', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('ST4248', 'MODULE')]",
NUSPF13156,Lisa Leonard,XXXXX588A,1980-10-25T00:00:00Z,2003-08-19T00:00:00Z,Philosophy,PH4201,"[('Lisa Leonard', 'STAFF')]","[('Philosophy', 'DEPARTMENT')]","[('PH4201', 'MODULE')]",
NUSPF13157,Frank Brown,XXXXX942A,1990-04-09T00:00:00Z,2013-04-03T00:00:00Z,Centre for Language Studies,LAR3201,"[('Frank Brown', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAR3201', 'MODULE')]",
NUSPF13158,James Thompson,XXXXX846A,1976-01-18T00:00:00Z,2010-10-21T00:00:00Z,Industrial Systems Engineering and Management,MT5012,"[('James Thompson', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('MT5012', 'MODULE')]",
NUSPF13159,Francis Hayes,XXXXX272A,1979-04-16T00:00:00Z,2001-04-18T00:00:00Z,Microbiology and Immunology,GEH1043,"[('Francis Hayes', 'STAFF')]","[('Microbiology and Immunology', 'DEPARTMENT')]","[('GEH1043', 'MODULE')]",
NUSPF13160,Scott Gonzalez,XXXXX131A,1990-01-03T00:00:00Z,2004-05-24T00:00:00Z,Chemistry,CM5211,"[('Scott Gonzalez', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM5211', 'MODULE')]",
NUSPF13161,Katrina Stewart,XXXXX691A,1994-01-20T00:00:00Z,2002-05-31T00:00:00Z,Anatomy,LSM2212,"[('Katrina Stewart', 'STAFF')]","[('Anatomy', 'DEPARTMENT')]","[('LSM2212', 'MODULE')]",
NUSPF13162,Stacie Stevens,XXXXX676A,1982-01-08T00:00:00Z,2007-08-01T00:00:00Z,Chemical and Biomolecular Engineering,CN5191,"[('Stacie Stevens', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('CN5191', 'MODULE')]",
NUSPF13163,Ashley Santiago,XXXXX772A,1992-06-28T00:00:00Z,2010-07-24T00:00:00Z,Physics,PC3231,"[('Ashley Santiago', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC3231', 'MODULE')]",
NUSPF13164,Jennifer Cantu,XXXXX774A,1977-07-16T00:00:00Z,2013-11-05T00:00:00Z,Psychology,PL3240,"[('Jennifer Cantu', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL3240', 'MODULE')]",
NUSPF13165,Lori Chan,XXXXX268A,1970-05-06T00:00:00Z,2002-01-13T00:00:00Z,Yale-NUS College,YSS4293,"[('Lori Chan', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS4293', 'MODULE')]",
NUSPF13166,Robert Austin,XXXXX454A,1976-09-22T00:00:00Z,2008-07-11T00:00:00Z,Chinese Studies,CH5224,"[('Robert Austin', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CH5224', 'MODULE')]",
NUSPF13167,Brian Sanford,XXXXX895A,1990-12-19T00:00:00Z,2002-11-16T00:00:00Z,Information Systems and Analytics,FT5002,"[('Brian Sanford', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('FT5002', 'MODULE')]",
NUSPF13168,Thomas Nolan,XXXXX926A,1975-11-06T00:00:00Z,2008-12-23T00:00:00Z,NUS College Dean's Office,NEX3010S,"[('Thomas Nolan', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NEX3010S', 'MODULE')]",
NUSPF13169,Megan Long,XXXXX439A,1974-04-24T00:00:00Z,2004-05-18T00:00:00Z,YSTCM Dean's Office,MUA4191,"[('Megan Long', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA4191', 'MODULE')]",
NUSPF13170,Tiffany Cortez,XXXXX322A,1992-06-08T00:00:00Z,2003-03-19T00:00:00Z,Information Systems and Analytics,IS6003,"[('Tiffany Cortez', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('IS6003', 'MODULE')]",
NUSPF13171,Mary Hoover,XXXXX143A,1992-06-10T00:00:00Z,2000-09-23T00:00:00Z,Yale-NUS College,YSC3266,"[('Mary Hoover', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSC3266', 'MODULE')]",
NUSPF13172,Dana Dunlap,XXXXX251A,1984-10-09T00:00:00Z,2004-11-16T00:00:00Z,Physics,PC5267,"[('Dana Dunlap', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC5267', 'MODULE')]",
NUSPF13173,Kirsten Gonzalez,XXXXX468A,1981-10-27T00:00:00Z,2000-11-16T00:00:00Z,PharmacyandPharmaceuticalScience,PR2289,"[('Kirsten Gonzalez', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR2289', 'MODULE')]",
NUSPF13174,Kristie Moon,XXXXX607A,1978-09-06T00:00:00Z,2013-03-08T00:00:00Z,BIZ Dean's Office,DMB1204MNO,"[('Kristie Moon', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('DMB1204MNO', 'MODULE')]",
NUSPF13175,Daniel Schmidt,XXXXX243A,1992-07-09T00:00:00Z,2000-07-01T00:00:00Z,BIZ Dean's Office,BMK5102,"[('Daniel Schmidt', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMK5102', 'MODULE')]",
NUSPF13176,Donna Taylor,XXXXX253A,1990-03-10T00:00:00Z,2009-12-28T00:00:00Z,Information Systems and Analytics,FT5004,"[('Donna Taylor', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('FT5004', 'MODULE')]",
NUSPF13177,Tracy Jenkins,XXXXX979A,1978-11-14T00:00:00Z,2014-05-17T00:00:00Z,Architecture,AR5011,"[('Tracy Jenkins', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('AR5011', 'MODULE')]",
NUSPF13178,Jay Jackson,XXXXX427A,1974-08-27T00:00:00Z,2001-06-05T00:00:00Z,Duke-NUS Dean's Office,GMS6895,"[('Jay Jackson', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS6895', 'MODULE')]",
NUSPF13179,Joseph Ramirez,XXXXX213A,1990-10-04T00:00:00Z,2010-01-29T00:00:00Z,CDE Dean's Office,CDE5399D,"[('Joseph Ramirez', 'STAFF')]","[(""CDE Dean's Office"", 'DEPARTMENT')]","[('CDE5399D', 'MODULE')]",
NUSPF13180,Toni Valentine,XXXXX985A,1989-08-25T00:00:00Z,2012-05-19T00:00:00Z,English,ENC5149,"[('Toni Valentine', 'STAFF')]","[('English', 'DEPARTMENT')]","[('ENC5149', 'MODULE')]",
NUSPF13181,Mary Oconnor,XXXXX161A,1976-03-08T00:00:00Z,2011-08-05T00:00:00Z,SCALE Dean's Office,TCX1101,"[('Mary Oconnor', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TCX1101', 'MODULE')]",
NUSPF13182,Denise Cohen,XXXXX838A,1972-05-18T00:00:00Z,2003-03-22T00:00:00Z,NUS College Dean's Office,NHS2070,"[('Denise Cohen', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NHS2070', 'MODULE')]",
NUSPF13183,Bonnie Jacobs,XXXXX539A,1987-09-23T00:00:00Z,2002-12-12T00:00:00Z,FoL Dean's Office,LC5186,"[('Bonnie Jacobs', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC5186', 'MODULE')]",
NUSPF13184,Anthony Bell,XXXXX683A,1972-08-10T00:00:00Z,2003-10-01T00:00:00Z,FoL Dean's Office,LL5251V,"[('Anthony Bell', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5251V', 'MODULE')]",
NUSPF13185,Jane Fischer,XXXXX449A,1993-08-24T00:00:00Z,2009-10-11T00:00:00Z,Yale-NUS College,YIR3307,"[('Jane Fischer', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR3307', 'MODULE')]",
NUSPF13186,Jose Fowler,XXXXX295A,1978-01-05T00:00:00Z,2012-09-11T00:00:00Z,Geography,GE5226,"[('Jose Fowler', 'STAFF')]","[('Geography', 'DEPARTMENT')]","[('GE5226', 'MODULE')]",
NUSPF13187,Jacob Mata,XXXXX840A,1984-12-20T00:00:00Z,2013-09-25T00:00:00Z,Southeast Asian Studies,CAS6660,"[('Jacob Mata', 'STAFF')]","[('Southeast Asian Studies', 'DEPARTMENT')]","[('CAS6660', 'MODULE')]",
NUSPF13188,Julie Andrews,XXXXX624A,1977-07-09T00:00:00Z,2013-08-13T00:00:00Z,Mathematics,MA3311,"[('Julie Andrews', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('MA3311', 'MODULE')]",
NUSPF13189,Mary Mata,XXXXX133A,1991-07-15T00:00:00Z,2010-02-18T00:00:00Z,Psychology,PL4501HM,"[('Mary Mata', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4501HM', 'MODULE')]",
NUSPF13190,Michelle Young,XXXXX301A,1979-12-10T00:00:00Z,2010-10-04T00:00:00Z,Industrial Systems Engineering and Management,MT5023,"[('Michelle Young', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('MT5023', 'MODULE')]",
NUSPF13191,Tanya Hudson,XXXXX971A,1973-12-30T00:00:00Z,2008-07-10T00:00:00Z,FoL Dean's Office,LL6322,"[('Tanya Hudson', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL6322', 'MODULE')]",
NUSPF13192,Richard Williams,XXXXX760A,1992-05-03T00:00:00Z,1999-10-05T00:00:00Z,Centre for Language Studies,LAH4202,"[('Richard Williams', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAH4202', 'MODULE')]",
NUSPF13193,Mary Cantu,XXXXX714A,1987-02-24T00:00:00Z,2005-10-16T00:00:00Z,Political Science,PS3273,"[('Mary Cantu', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('PS3273', 'MODULE')]",
NUSPF13194,Beverly Price,XXXXX225A,1983-06-09T00:00:00Z,2001-07-06T00:00:00Z,Economics,ECA5102,"[('Beverly Price', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('ECA5102', 'MODULE')]",
NUSPF13195,Steven Harris,XXXXX715A,1978-04-09T00:00:00Z,2000-04-17T00:00:00Z,Architecture,LAD1005,"[('Steven Harris', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('LAD1005', 'MODULE')]",
NUSPF13196,Alexander Robinson,XXXXX930A,1977-05-01T00:00:00Z,2001-07-15T00:00:00Z,NUSGS Dean’s Office,LSE6101,"[('Alexander Robinson', 'STAFF')]","[('NUSGS Dean’s Office', 'DEPARTMENT')]","[('LSE6101', 'MODULE')]",
NUSPF13197,Sherry Atkins,XXXXX357A,1982-06-29T00:00:00Z,2007-10-02T00:00:00Z,Division of Graduate Medical Studies,VM5101,"[('Sherry Atkins', 'STAFF')]","[('Division of Graduate Medical Studies', 'DEPARTMENT')]","[('VM5101', 'MODULE')]",
NUSPF13198,Michael Coleman,XXXXX256A,1984-02-10T00:00:00Z,2000-02-03T00:00:00Z,Centre for Language Studies,LAV4201,"[('Michael Coleman', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAV4201', 'MODULE')]",
NUSPF13199,James Wilkins,XXXXX782A,1970-08-28T00:00:00Z,2007-02-11T00:00:00Z,Psychology,PL4224,"[('James Wilkins', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4224', 'MODULE')]",
NUSPF13200,Dustin Henry,XXXXX960A,1979-05-06T00:00:00Z,2004-01-11T00:00:00Z,Biological Sciences,LSM4288M,"[('Dustin Henry', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('LSM4288M', 'MODULE')]",
NUSPF13201,Paula Brown,XXXXX202A,1973-01-16T00:00:00Z,2000-03-24T00:00:00Z,Social Work,SW4223HM,"[('Paula Brown', 'STAFF')]","[('Social Work', 'DEPARTMENT')]","[('SW4223HM', 'MODULE')]",
NUSPF13202,Brian Watson,XXXXX979A,1975-05-14T00:00:00Z,2003-06-26T00:00:00Z,Sociology and Anthropology,ISC3550,"[('Brian Watson', 'STAFF')]","[('Sociology and Anthropology', 'DEPARTMENT')]","[('ISC3550', 'MODULE')]",
