Student_Name,Matric_Number,NRIC,Year,Faculties,Major,Second Major,Modules_Completed,Grades
Joseph Ballard,A0206853H,XXXXX642Z,4,Law,Law,,"['LL4522V', 'LL4295', 'LL4008AV', 'LL4030V', 'LL4034V', 'LL4349V', 'LL4518', 'LC2010H', 'LC1004', 'LL4021V', 'LL4407', 'LL4050V', 'LL4177V', 'LL4405A', 'LL4327V', 'LL4094BV', 'LL4436V', 'LC2012', 'LL4320', 'LC1002G', 'LL4402', 'LL4029AV', 'LL4308V', 'LC1002B', 'LL4056BV', 'LL4515', 'LL4099', 'LC2006F', 'LL4434V', 'LC1001D', 'LC2010G', 'LC1002J']","{'LL4522V': 'A+', 'LL4295': 'A-', 'LL4008AV': 'F', 'LL4030V': 'C', 'LL4034V': 'C+', 'LL4349V': 'C+', 'LL4518': 'C+', 'LC2010H': 'C+', 'LC1004': 'B+', 'LL4021V': 'A+', 'LL4407': 'D', 'LL4050V': 'C', 'LL4177V': 'A+', 'LL4405A': 'A-', 'LL4327V': 'C+', 'LL4094BV': 'B+', 'LL4436V': 'C+', 'LC2012': 'F', 'LL4320': 'C+', 'LC1002G': 'D', 'LL4402': 'B+', 'LL4029AV': 'B+', 'LL4308V': 'C', 'LC1002B': 'B', 'LL4056BV': 'C+', 'LL4515': 'A', 'LL4099': 'B', 'LC2006F': 'A', 'LL4434V': 'D', 'LC1001D': 'C', 'LC2010G': 'B+', 'LC1002J': 'B'}"
Ricky Kelly,A0242660M,XXXXX845Z,4,Arts and Social Science,Psychology,Computer Engineering,"['NM3243', 'GE4225', 'SE3214', 'EL4401', 'XFA4417EC', 'HSH1000', 'MS4880BHM', 'GE4219HM', 'PS3237', 'JS3217', 'HS2922', 'SE4218', 'CH2391', 'PS4229HM', 'SC4880DHM', 'HS2919', 'EL1101E', 'NM4260HM', 'HS2923', 'GEC1046', 'NM4258HM', 'CH4243', 'JS4217', 'LAK1201', 'SC4882HM', 'PL3551R', 'AN3207', 'GL4881AHM', 'GES1012', 'EL2151', 'EL4254', 'SC2211']","{'NM3243': 'A', 'GE4225': 'B', 'SE3214': 'B+', 'EL4401': 'B-', 'XFA4417EC': 'B+', 'HSH1000': 'C+', 'MS4880BHM': 'F', 'GE4219HM': 'C+', 'PS3237': 'C+', 'JS3217': 'B+', 'HS2922': 'C', 'SE4218': 'A+', 'CH2391': 'D', 'PS4229HM': 'B+', 'SC4880DHM': 'C', 'HS2919': 'A-', 'EL1101E': 'A+', 'NM4260HM': 'F', 'HS2923': 'A', 'GEC1046': 'D', 'NM4258HM': 'A-', 'CH4243': 'A+', 'JS4217': 'C+', 'LAK1201': 'B', 'SC4882HM': 'A+', 'PL3551R': 'B-', 'AN3207': 'D', 'GL4881AHM': 'B', 'GES1012': 'A-', 'EL2151': 'C', 'EL4254': 'A', 'SC2211': 'C'}"
Benjamin Watson,A0241232D,XXXXX295Z,1,Science,Environmental Studies,,"['HS1401S', 'MA1301', 'ENV1101', 'DMS1401SP', 'HS1402S', 'PR1154', 'PR1150', 'CM1417']","{'HS1401S': 'F', 'MA1301': 'A+', 'ENV1101': 'B-', 'DMS1401SP': 'C', 'HS1402S': 'A+', 'PR1154': 'A', 'PR1150': 'A-', 'CM1417': 'B+'}"
Jean Love,A0258215I,XXXXX685Z,1,Arts and Social Science,History,,"['GEC1031', 'GEC1018', 'GEC1001', 'LAF1201', 'GET1008', 'GEC1044', 'GES1005', 'GEX1032']","{'GEC1031': 'B', 'GEC1018': 'A', 'GEC1001': 'A-', 'LAF1201': 'B-', 'GET1008': 'C+', 'GEC1044': 'C', 'GES1005': 'B+', 'GEX1032': 'D'}"
Kevin Williams,A0220310A,XXXXX632Z,4,Arts and Social Science,Sociology,,"['PS3273', 'TS2243', 'SW3551R', 'SW4660HM', 'HY4229', 'MS2211', 'HY1101E', 'NM4256HM', 'JS4225', 'HY3256', 'HS1401A', 'NM3243', 'SN2275', 'EC1101E', 'PLB1201', 'SE3224', 'SC2228', 'PH3230', 'SC4882', 'CH1101E', 'NM3245', 'XFA4401', 'GL4883B', 'CH4204', 'ASP1201MS', 'GEC1049', 'IPS3550', 'GEC1018', 'TS4218HM', 'GEH1079', 'GEC1013', 'GET1044']","{'PS3273': 'C', 'TS2243': 'B', 'SW3551R': 'C', 'SW4660HM': 'F', 'HY4229': 'D', 'MS2211': 'B', 'HY1101E': 'A-', 'NM4256HM': 'B', 'JS4225': 'A-', 'HY3256': 'A-', 'HS1401A': 'C', 'NM3243': 'C', 'SN2275': 'C+', 'EC1101E': 'A', 'PLB1201': 'A+', 'SE3224': 'D', 'SC2228': 'A+', 'PH3230': 'A', 'SC4882': 'D', 'CH1101E': 'A+', 'NM3245': 'C+', 'XFA4401': 'C+', 'GL4883B': 'B+', 'CH4204': 'A-', 'ASP1201MS': 'B', 'GEC1049': 'C', 'IPS3550': 'C+', 'GEC1018': 'A', 'TS4218HM': 'C+', 'GEH1079': 'F', 'GEC1013': 'B', 'GET1044': 'B-'}"
Todd Lee,A0252084D,XXXXX240Z,2,NUS Business School,Business Administration,Music,"['ACC1701X', 'DMB1201DO', 'DMB1204DAO', 'GESS1018', 'DMB1202MKT', 'DMB1201FIN', 'DMB1202FIN', 'ACC2707', 'DMB1204BSP', 'DMB1201DAO', 'BPM1702', 'MKT1705A', 'DMB1202DO', 'ACC1701A', 'GESS1019', 'MNO1706X']","{'ACC1701X': 'A', 'DMB1201DO': 'B', 'DMB1204DAO': 'B', 'GESS1018': 'B', 'DMB1202MKT': 'B+', 'DMB1201FIN': 'B+', 'DMB1202FIN': 'F', 'ACC2707': 'A-', 'DMB1204BSP': 'C', 'DMB1201DAO': 'C', 'BPM1702': 'A-', 'MKT1705A': 'F', 'DMB1202DO': 'A', 'ACC1701A': 'A', 'GESS1019': 'C', 'MNO1706X': 'C+'}"
Christopher Kim,A0232456E,XXXXX604Z,1,YST Conservatory of Music,Music,Business Analytics,"['GEH1060', 'MUA1190', 'GET1047', 'MUA1101', 'MUL1105', 'MUA1159', 'CFA1111A', 'GET1019']","{'GEH1060': 'C+', 'MUA1190': 'C', 'GET1047': 'F', 'MUA1101': 'C', 'MUL1105': 'C', 'MUA1159': 'A', 'CFA1111A': 'B-', 'GET1019': 'B-'}"
Russell Jackson,A0200365U,XXXXX593Z,1,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR1125', 'NUR1114A', 'NUR1113A', 'GET1022', 'NUR1202C', 'GEH1043', 'NUR1108C', 'NUR1123']","{'NUR1125': 'B-', 'NUR1114A': 'C', 'NUR1113A': 'C', 'GET1022': 'C', 'NUR1202C': 'F', 'GEH1043': 'B-', 'NUR1108C': 'A+', 'NUR1123': 'A'}"
Jeremy Coleman,A0259839Y,XXXXX134Z,4,NUS Business School,Business Administration,,"['BI3002A', 'ACC4752', 'BPM1702', 'ACC1701B', 'MNO1706A', 'BI3704R', 'BST3762', 'DMB1201DO', 'RE1706', 'BI3712A', 'BWS3816', 'DMB1201BSP', 'BSP1703', 'BI3704C', 'BSE4761A', 'MNO1706E', 'BLD3004', 'RE2704', 'RE4711', 'BWS3806', 'DMB1204MNO', 'ACC1701D', 'GESS1036', 'RE3701', 'DMB1203FIN', 'RE2708', 'RE2705', 'BSP1702X', 'BI3001A', 'XFB4001', 'DMB1202MKT', 'DOS3811']","{'BI3002A': 'C+', 'ACC4752': 'F', 'BPM1702': 'B-', 'ACC1701B': 'A+', 'MNO1706A': 'C', 'BI3704R': 'C', 'BST3762': 'A-', 'DMB1201DO': 'A-', 'RE1706': 'C', 'BI3712A': 'C+', 'BWS3816': 'B+', 'DMB1201BSP': 'A+', 'BSP1703': 'A', 'BI3704C': 'B', 'BSE4761A': 'A', 'MNO1706E': 'B+', 'BLD3004': 'B-', 'RE2704': 'A+', 'RE4711': 'A', 'BWS3806': 'A+', 'DMB1204MNO': 'F', 'ACC1701D': 'C+', 'GESS1036': 'A', 'RE3701': 'A+', 'DMB1203FIN': 'C+', 'RE2708': 'C', 'RE2705': 'C+', 'BSP1702X': 'B+', 'BI3001A': 'C', 'XFB4001': 'C', 'DMB1202MKT': 'A-', 'DOS3811': 'A+'}"
Richard Pollard,A0294393R,XXXXX469Z,2,NUS Business School,Business Administration,,"['DAO1704', 'BPM1702', 'DMB1201DO', 'DMB1202DO', 'DMB1201BSP', 'DMB1201MKT', 'DMB1202MNO', 'DAO2702X', 'DMB1202FIN', 'BSP1702X', 'DMB1203DO', 'BPM1701', 'DMB1203BSP', 'RE2706', 'DMB1204MKT', 'RE1706']","{'DAO1704': 'B', 'BPM1702': 'D', 'DMB1201DO': 'B-', 'DMB1202DO': 'A+', 'DMB1201BSP': 'A', 'DMB1201MKT': 'F', 'DMB1202MNO': 'F', 'DAO2702X': 'A+', 'DMB1202FIN': 'C+', 'BSP1702X': 'A-', 'DMB1203DO': 'B-', 'BPM1701': 'A+', 'DMB1203BSP': 'B', 'RE2706': 'C+', 'DMB1204MKT': 'A', 'RE1706': 'D'}"
Johnny Brown,A0281274H,XXXXX847Z,4,College of Design and Engineering,Civil Engineering,,"['MLE4222', 'PF3504', 'PF4306', 'ID1223', 'CN4203R', 'ESP4901', 'EG2606A', 'PF3208', 'ESE2101', 'PF2205', 'CN2103', 'LAD2005', 'ME3163', 'LAD4010', 'EE4001', 'IPM3101', 'ID4107', 'BN4303', 'EE4311', 'LAD3001', 'ME4262', 'ESE3201', 'ESP3903', 'CE2407B', 'ID4122', 'BN2403', 'PF3307', 'ID2114', 'ID2115', 'LAD1001', 'GES1019', 'ID2322']","{'MLE4222': 'B-', 'PF3504': 'A', 'PF4306': 'B-', 'ID1223': 'D', 'CN4203R': 'A', 'ESP4901': 'D', 'EG2606A': 'B+', 'PF3208': 'A', 'ESE2101': 'B', 'PF2205': 'A-', 'CN2103': 'A+', 'LAD2005': 'B+', 'ME3163': 'D', 'LAD4010': 'B', 'EE4001': 'A+', 'IPM3101': 'B-', 'ID4107': 'A', 'BN4303': 'B-', 'EE4311': 'A', 'LAD3001': 'D', 'ME4262': 'A+', 'ESE3201': 'A+', 'ESP3903': 'A+', 'CE2407B': 'A+', 'ID4122': 'C', 'BN2403': 'A-', 'PF3307': 'B', 'ID2114': 'B', 'ID2115': 'C', 'LAD1001': 'B-', 'GES1019': 'F', 'ID2322': 'B+'}"
Tyler Perez,A0278730H,XXXXX315Z,3,College of Design and Engineering,Civil Engineering,,"['PF3211', 'AR2227', 'CN2105', 'CE2407A', 'AR1329', 'PF3208', 'AR2225', 'GESS1014', 'BN2301', 'CE3001', 'MLE2105', 'ID3111', 'PF3502', 'CDE2701B', 'ID2112', 'IPM1102', 'ID2114', 'BN1111', 'LAD3001', 'UIS3931', 'AR2522', 'EG3611A', 'ID1223', 'PF3307']","{'PF3211': 'A+', 'AR2227': 'C', 'CN2105': 'A', 'CE2407A': 'A', 'AR1329': 'A-', 'PF3208': 'F', 'AR2225': 'B+', 'GESS1014': 'B', 'BN2301': 'B', 'CE3001': 'A', 'MLE2105': 'F', 'ID3111': 'D', 'PF3502': 'A-', 'CDE2701B': 'A-', 'ID2112': 'B+', 'IPM1102': 'A', 'ID2114': 'A-', 'BN1111': 'A-', 'LAD3001': 'B+', 'UIS3931': 'C+', 'AR2522': 'A', 'EG3611A': 'B+', 'ID1223': 'C+', 'PF3307': 'C'}"
John Day MD,A0266837N,XXXXX430Z,2,Science,Environmental Studies,,"['UTOS2001S', 'GET1020', 'UTOS2201P', 'HS1404S', 'UTOS2002R', 'PC2312', 'HS2906', 'PHS1101', 'PR1154', 'PHS2102', 'HS2915', 'ENV2289', 'UTOS2002F', 'DMS1401CM', 'MA2401', 'PC1201']","{'UTOS2001S': 'C', 'GET1020': 'F', 'UTOS2201P': 'A', 'HS1404S': 'C+', 'UTOS2002R': 'A-', 'PC2312': 'C+', 'HS2906': 'F', 'PHS1101': 'B+', 'PR1154': 'B-', 'PHS2102': 'B+', 'HS2915': 'B-', 'ENV2289': 'C+', 'UTOS2002F': 'B-', 'DMS1401CM': 'C', 'MA2401': 'B-', 'PC1201': 'A+'}"
Amy Mcpherson,A0222850X,XXXXX464Z,1,Arts and Social Science,Psychology,,"['ASP1201EC', 'GESS1013', 'GESS1002', 'GEC1005', 'GET1025', 'LAM1201', 'GESS1027', 'ASP1201MS']","{'ASP1201EC': 'A+', 'GESS1013': 'A+', 'GESS1002': 'C+', 'GEC1005': 'B-', 'GET1025': 'D', 'LAM1201': 'C', 'GESS1027': 'C', 'ASP1201MS': 'B+'}"
Troy Holmes,A0287856I,XXXXX184Z,1,Science,Food Science and Technology,,"['PC1201', 'GEH1018', 'PHS1101', 'DMS1401CM', 'SP1230', 'HSI1000', 'MA1301X', 'HS1403S']","{'PC1201': 'C', 'GEH1018': 'B-', 'PHS1101': 'A+', 'DMS1401CM': 'F', 'SP1230': 'A+', 'HSI1000': 'B', 'MA1301X': 'B', 'HS1403S': 'D'}"
Albert Case,A0273890U,XXXXX792Z,4,YST Conservatory of Music,Music,Business Administration,"['MUA2204', 'MUA3205', 'MUA1168', 'MUA2154', 'MUL2107', 'MUA2205', 'MUA3226', 'GET1019', 'MUH2204', 'MUA2210', 'MUA1190', 'MUT3224', 'MUH3205', 'CFA1111A', 'MUA2110', 'MUA4172', 'CFA2210', 'MUA3179', 'MUL1105', 'MUA4201', 'MUA1223', 'MUA3260', 'MUA4215', 'MUA4153', 'MUA4202', 'MUA1188', 'MUH2201', 'GET1040', 'MUA1109', 'MUA3213', 'MUA4207', 'MUA1191']","{'MUA2204': 'F', 'MUA3205': 'B-', 'MUA1168': 'C', 'MUA2154': 'A', 'MUL2107': 'A+', 'MUA2205': 'B-', 'MUA3226': 'A', 'GET1019': 'B', 'MUH2204': 'B', 'MUA2210': 'A+', 'MUA1190': 'B', 'MUT3224': 'F', 'MUH3205': 'B-', 'CFA1111A': 'C+', 'MUA2110': 'D', 'MUA4172': 'D', 'CFA2210': 'A+', 'MUA3179': 'B-', 'MUL1105': 'C', 'MUA4201': 'C+', 'MUA1223': 'C', 'MUA3260': 'A+', 'MUA4215': 'C+', 'MUA4153': 'A+', 'MUA4202': 'F', 'MUA1188': 'F', 'MUH2201': 'A-', 'GET1040': 'A+', 'MUA1109': 'F', 'MUA3213': 'B-', 'MUA4207': 'A+', 'MUA1191': 'C'}"
Susan Dean,A0228119E,XXXXX171Z,1,College of Design and Engineering,Electrical Engineering,Sociology,"['AR1101A', 'LAD1004', 'ID1116', 'PF1103', 'ID1119', 'MLE1001B', 'ID1115', 'AR1329']","{'AR1101A': 'A', 'LAD1004': 'B', 'ID1116': 'C+', 'PF1103': 'B', 'ID1119': 'D', 'MLE1001B': 'C', 'ID1115': 'D', 'AR1329': 'B-'}"
Christopher Chandler,A0229832H,XXXXX442Z,4,NUS Business School,Business Administration,,"['DMB1201DAO', 'BI3704D', 'MNO1706C', 'FIN4751', 'XFB4002', 'BI3002A', 'MKT1705C', 'BI3704R', 'GESS1019', 'FIN4129', 'DMB1203MKT', 'DAO2703', 'ACC1701X', 'BSP3701B', 'DOS4811', 'BSP1703', 'BI3001C', 'DMB1201DO', 'RE1702', 'MKT3752', 'DOS4715', 'DMB1201MKT', 'BLD3004', 'RE2705', 'BSP1702', 'STR1000', 'DOS3752', 'MNO1706B', 'BWS3804', 'BWS3806', 'BSE3701', 'RE1706']","{'DMB1201DAO': 'C', 'BI3704D': 'C+', 'MNO1706C': 'C+', 'FIN4751': 'A-', 'XFB4002': 'A-', 'BI3002A': 'A-', 'MKT1705C': 'A-', 'BI3704R': 'B+', 'GESS1019': 'D', 'FIN4129': 'D', 'DMB1203MKT': 'C+', 'DAO2703': 'A', 'ACC1701X': 'A-', 'BSP3701B': 'B-', 'DOS4811': 'F', 'BSP1703': 'B+', 'BI3001C': 'C', 'DMB1201DO': 'A', 'RE1702': 'B', 'MKT3752': 'A', 'DOS4715': 'C', 'DMB1201MKT': 'B', 'BLD3004': 'C', 'RE2705': 'A', 'BSP1702': 'B+', 'STR1000': 'B', 'DOS3752': 'D', 'MNO1706B': 'F', 'BWS3804': 'A+', 'BWS3806': 'B+', 'BSE3701': 'C', 'RE1706': 'B+'}"
Stacy Harrison,A0250169M,XXXXX455Z,2,Computing,Computer Science,Data Science and Analytics,"['CS1010R', 'CS1010J', 'GEI1000', 'CS2030S', 'IS2238', 'IS2103', 'IT2002', 'IT1244', 'CP2106', 'IS2218', 'CS1231R', 'CP1008', 'CS2103R', 'DMC1401CS', 'CS2040C', 'CS2113']","{'CS1010R': 'B-', 'CS1010J': 'F', 'GEI1000': 'B-', 'CS2030S': 'C+', 'IS2238': 'C', 'IS2103': 'B', 'IT2002': 'F', 'IT1244': 'C+', 'CP2106': 'A-', 'IS2218': 'A', 'CS1231R': 'C+', 'CP1008': 'B-', 'CS2103R': 'F', 'DMC1401CS': 'A-', 'CS2040C': 'F', 'CS2113': 'B-'}"
Kenneth Garcia,A0236408N,XXXXX854Z,3,YST Conservatory of Music,Music,,"['MUA3226', 'MUA1192', 'MUA3154', 'CFA2210', 'MUA2153', 'MUA1168', 'MUA3228', 'MUA3133', 'MUA1193', 'MUA2110', 'MUH2201', 'GEX1027', 'MUA1240', 'MUA2255', 'MUA3271', 'MUA3205', 'MUA3206', 'MUA3260', 'MUA2255A', 'MUA2154', 'MUT3216', 'MUA3213', 'MUA3194', 'GEC1035']","{'MUA3226': 'B', 'MUA1192': 'D', 'MUA3154': 'F', 'CFA2210': 'B', 'MUA2153': 'B', 'MUA1168': 'B+', 'MUA3228': 'A+', 'MUA3133': 'B-', 'MUA1193': 'B', 'MUA2110': 'C', 'MUH2201': 'A-', 'GEX1027': 'B', 'MUA1240': 'A+', 'MUA2255': 'B', 'MUA3271': 'F', 'MUA3205': 'A-', 'MUA3206': 'B-', 'MUA3260': 'F', 'MUA2255A': 'B', 'MUA2154': 'A', 'MUT3216': 'D', 'MUA3213': 'A', 'MUA3194': 'A', 'GEC1035': 'A+'}"
Loretta Campbell,A0252461R,XXXXX285Z,2,College of Design and Engineering,Electrical Engineering,,"['CN1101A', 'CE2134', 'LAD2004', 'BN2301', 'PF1107', 'ESE2101', 'EG1611', 'ID2042', 'ID2112', 'ID1300', 'CDE2311', 'UTOD2001', 'PF2402', 'ID1118', 'LAD2006', 'AR2227']","{'CN1101A': 'A', 'CE2134': 'F', 'LAD2004': 'B+', 'BN2301': 'B', 'PF1107': 'F', 'ESE2101': 'C', 'EG1611': 'C+', 'ID2042': 'C+', 'ID2112': 'A+', 'ID1300': 'A-', 'CDE2311': 'D', 'UTOD2001': 'A-', 'PF2402': 'A-', 'ID1118': 'C+', 'LAD2006': 'B+', 'AR2227': 'B+'}"
Lydia Scott,A0277021L,XXXXX965Z,1,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR1108C', 'MD1902', 'NUR1113A', 'MD1903', 'NUR1123', 'NUR1114A', 'NUR1202C', 'GEH1043']","{'NUR1108C': 'B', 'MD1902': 'C', 'NUR1113A': 'B+', 'MD1903': 'A+', 'NUR1123': 'B-', 'NUR1114A': 'C+', 'NUR1202C': 'C', 'GEH1043': 'A-'}"
Steven Harper,A0269056D,XXXXX813Z,2,NUS Business School,Business Administration,,"['DMB1201MNO', 'MNO1706D', 'MNO1706E', 'DMB1203DAO', 'DMB1202MNO', 'BPM1701', 'DMB1204BSP', 'DMB1204DAO', 'DAO1704X', 'RE2705', 'DMB1204ACC', 'DMB1203MKT', 'DMB1201MKT', 'MKT1705X', 'DMB1204MNO', 'BPM1702']","{'DMB1201MNO': 'D', 'MNO1706D': 'B+', 'MNO1706E': 'B-', 'DMB1203DAO': 'C+', 'DMB1202MNO': 'B', 'BPM1701': 'C+', 'DMB1204BSP': 'A+', 'DMB1204DAO': 'B-', 'DAO1704X': 'B+', 'RE2705': 'A', 'DMB1204ACC': 'B+', 'DMB1203MKT': 'D', 'DMB1201MKT': 'C', 'MKT1705X': 'D', 'DMB1204MNO': 'B', 'BPM1702': 'A+'}"
Cindy Duncan,A0273511X,XXXXX479Z,3,Science,Data Science and Analytics,Business Administration,"['PHS2310', 'LSM3288R', 'LSM1301', 'MA2313', 'FST3181', 'GESS1016', 'ST3310', 'QF3312', 'PC3289N', 'LSM3260', 'HS2904', 'FST2312', 'UTOS2002', 'GEC1016', 'UTOS2201C', 'LSM3201', 'ENV3288', 'UTOS2002C', 'LSM3289R', 'ENV2288', 'FST2204', 'DSA3313', 'UTOS2001P', 'HSI1000']","{'PHS2310': 'F', 'LSM3288R': 'B+', 'LSM1301': 'A', 'MA2313': 'A', 'FST3181': 'C', 'GESS1016': 'B+', 'ST3310': 'A', 'QF3312': 'B-', 'PC3289N': 'B+', 'LSM3260': 'D', 'HS2904': 'A', 'FST2312': 'A', 'UTOS2002': 'B+', 'GEC1016': 'C+', 'UTOS2201C': 'B+', 'LSM3201': 'A+', 'ENV3288': 'C+', 'UTOS2002C': 'C', 'LSM3289R': 'C+', 'ENV2288': 'A', 'FST2204': 'A-', 'DSA3313': 'C', 'UTOS2001P': 'D', 'HSI1000': 'A-'}"
Trevor Davis,A0215621U,XXXXX125Z,3,Science,Food Science and Technology,,"['HS1401S', 'UTOS2002R', 'LSM3312', 'MA2313', 'HS1404S', 'UTOS2002S', 'MA2310', 'FDP2021', 'SP2402', 'HS1402S', 'ENV3288R', 'FST3181', 'LSM3313', 'HS1502', 'UTOS2001R', 'PC3289A', 'PC2239', 'COS1000', 'CM3289R', 'HS2904', 'PR1154', 'FST3287', 'PR1150', 'ENV2288']","{'HS1401S': 'C', 'UTOS2002R': 'A+', 'LSM3312': 'B', 'MA2313': 'F', 'HS1404S': 'A+', 'UTOS2002S': 'B', 'MA2310': 'B+', 'FDP2021': 'A+', 'SP2402': 'A-', 'HS1402S': 'C', 'ENV3288R': 'A-', 'FST3181': 'B-', 'LSM3313': 'D', 'HS1502': 'A-', 'UTOS2001R': 'D', 'PC3289A': 'D', 'PC2239': 'A+', 'COS1000': 'B', 'CM3289R': 'B-', 'HS2904': 'F', 'PR1154': 'F', 'FST3287': 'A', 'PR1150': 'C', 'ENV2288': 'A'}"
April Goodman,A0294060B,XXXXX507Z,4,YST Conservatory of Music,Music,,"['MUA1109', 'MUA4113', 'MUA1196', 'MUT1102', 'MUA3221', 'MUA2256', 'MUA4172', 'GES1020', 'MUA4180', 'MUA3255', 'MUA1154', 'MUA1101', 'MUH2204', 'MUA2172', 'MUA4154', 'MUT3224', 'MUA1163', 'MUA3115', 'MUA2154', 'MUA3133', 'MUA2109', 'MUA1165', 'MUA3224', 'MUL2107', 'MUA3233', 'MUA1159', 'MUA3109', 'CFA1111B', 'MUA2157', 'MUA1153', 'GEX1027', 'MUA3271']","{'MUA1109': 'B+', 'MUA4113': 'C', 'MUA1196': 'B', 'MUT1102': 'A', 'MUA3221': 'B+', 'MUA2256': 'B-', 'MUA4172': 'B-', 'GES1020': 'D', 'MUA4180': 'A+', 'MUA3255': 'A-', 'MUA1154': 'A-', 'MUA1101': 'B-', 'MUH2204': 'A', 'MUA2172': 'A', 'MUA4154': 'D', 'MUT3224': 'A+', 'MUA1163': 'F', 'MUA3115': 'A-', 'MUA2154': 'D', 'MUA3133': 'A+', 'MUA2109': 'A-', 'MUA1165': 'C+', 'MUA3224': 'B-', 'MUL2107': 'A-', 'MUA3233': 'C+', 'MUA1159': 'B', 'MUA3109': 'B+', 'CFA1111B': 'C', 'MUA2157': 'A', 'MUA1153': 'B-', 'GEX1027': 'A-', 'MUA3271': 'B+'}"
Kristy Allen,A0202947M,XXXXX677Z,2,Computing,Business Analytics,,"['IS1108', 'CS1010S', 'GEI1000', 'CP1008', 'CS2100', 'IS1128', 'CP2201', 'IS2238', 'IT1244', 'DMC1401', 'DMC1401CS', 'BT1101', 'CS1010R', 'CS2103R', 'CS2030S', 'DMC1401IS']","{'IS1108': 'A-', 'CS1010S': 'A', 'GEI1000': 'B+', 'CP1008': 'F', 'CS2100': 'A+', 'IS1128': 'F', 'CP2201': 'D', 'IS2238': 'A-', 'IT1244': 'B-', 'DMC1401': 'A+', 'DMC1401CS': 'B+', 'BT1101': 'A', 'CS1010R': 'B-', 'CS2103R': 'C+', 'CS2030S': 'A', 'DMC1401IS': 'A'}"
Sarah Mcneil,A0260803U,XXXXX954Z,3,Science,Life Science,,"['PC3289A', 'PC2312', 'PC3239', 'PC1201', 'HS1502', 'UTOS2201C', 'ST3312', 'MA2313', 'UTOS2201F', 'HS2915', 'ENV3289', 'UTOS2002M', 'HSI1000', 'LSM1303', 'MA1301X', 'LSM3310', 'UTOS2002P', 'ENV3104', 'PC3289N', 'PC2174A', 'UTOS2002S', 'CM3289R', 'MA2310', 'FDP2011']","{'PC3289A': 'B-', 'PC2312': 'B+', 'PC3239': 'A+', 'PC1201': 'A-', 'HS1502': 'C', 'UTOS2201C': 'D', 'ST3312': 'B+', 'MA2313': 'D', 'UTOS2201F': 'B+', 'HS2915': 'B-', 'ENV3289': 'A+', 'UTOS2002M': 'F', 'HSI1000': 'A-', 'LSM1303': 'C+', 'MA1301X': 'D', 'LSM3310': 'A', 'UTOS2002P': 'B', 'ENV3104': 'D', 'PC3289N': 'A', 'PC2174A': 'A', 'UTOS2002S': 'B', 'CM3289R': 'A+', 'MA2310': 'B', 'FDP2011': 'D'}"
Holly Williams,A0223735J,XXXXX672Z,3,YST Conservatory of Music,Music,Business Administration,"['MUA1109', 'MUA3169', 'MUA2203', 'MUA2153', 'GEX1022', 'MUA3194', 'MUT3216', 'MUH3203', 'GEX1027', 'GEC1014', 'MUA3133', 'MUT3224', 'MUA3260', 'MUA3256', 'MUA1163', 'MUA2110', 'MUA1172', 'GEC1023', 'MUA3213', 'MUA3110', 'MUL1105', 'MUA1154', 'MUH1101', 'MUA2230']","{'MUA1109': 'F', 'MUA3169': 'A+', 'MUA2203': 'A+', 'MUA2153': 'C', 'GEX1022': 'A', 'MUA3194': 'A+', 'MUT3216': 'C', 'MUH3203': 'A+', 'GEX1027': 'C+', 'GEC1014': 'C+', 'MUA3133': 'C+', 'MUT3224': 'F', 'MUA3260': 'A+', 'MUA3256': 'B', 'MUA1163': 'D', 'MUA2110': 'C+', 'MUA1172': 'B-', 'GEC1023': 'D', 'MUA3213': 'B-', 'MUA3110': 'F', 'MUL1105': 'C', 'MUA1154': 'A+', 'MUH1101': 'F', 'MUA2230': 'A'}"
Anthony Brown,A0234863K,XXXXX702Z,4,College of Design and Engineering,Electrical Engineering,,"['GESS1011', 'AR3722', 'ME3163', 'ESE3301', 'BN2105', 'IPM2103', 'IPM2102', 'UTOD2002', 'EG2606A', 'CDE3301', 'IPM4103', 'ESE2102', 'ME2104', 'ID4108', 'ID1118', 'CDE2000', 'BN2102', 'AR3223', 'PF3306', 'ME4212', 'ESE2101', 'AR2227', 'ME1102', 'BN4302', 'EG2606B', 'BN2001', 'CE3001', 'CE2407A', 'CE1103', 'ID2119', 'ID2112', 'CDE2310']","{'GESS1011': 'C+', 'AR3722': 'A', 'ME3163': 'C+', 'ESE3301': 'C+', 'BN2105': 'C+', 'IPM2103': 'B+', 'IPM2102': 'B-', 'UTOD2002': 'D', 'EG2606A': 'D', 'CDE3301': 'B', 'IPM4103': 'D', 'ESE2102': 'A-', 'ME2104': 'B+', 'ID4108': 'F', 'ID1118': 'B', 'CDE2000': 'B+', 'BN2102': 'D', 'AR3223': 'B+', 'PF3306': 'C', 'ME4212': 'F', 'ESE2101': 'A+', 'AR2227': 'C+', 'ME1102': 'B', 'BN4302': 'A-', 'EG2606B': 'B+', 'BN2001': 'B+', 'CE3001': 'B-', 'CE2407A': 'D', 'CE1103': 'C+', 'ID2119': 'C+', 'ID2112': 'C+', 'CDE2310': 'F'}"
