Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department,Modules_Taught
NUSPF12947,Sabrina Smith,XXXXX852A,1982-05-16T00:00:00Z,2007-11-05T00:00:00Z,BIZ Dean's Office,BWS3806
NUSPF12948,Brandy Chavez,XXXXX272A,1988-04-03T00:00:00Z,2010-01-24T00:00:00Z,Office of the Provost,DMX1501
NUSPF12949,Paige Green,XXXXX507A,1988-06-21T00:00:00Z,2008-12-10T00:00:00Z,Analytics and Operations,DOS4712
NUSPF12950,Brandon Mendez,XXXXX288A,1976-04-24T00:00:00Z,2000-10-18T00:00:00Z,Sociology and Anthropology,SC4204HM
NUSPF12951,Angela Cuevas,XXXXX174A,1988-11-08T00:00:00Z,2013-07-22T00:00:00Z,Mathematics,MA3252
NUSPF12952,Christopher Nicholson,XXXXX410A,1994-02-04T00:00:00Z,2014-05-20T00:00:00Z,Ridge View Residential College,RVC1001
NUSPF12953,Holly Jordan,XXXXX888A,1970-06-06T00:00:00Z,2002-01-25T00:00:00Z,Real Estate,RE3807
NUSPF12954,Kelly Hardy,XXXXX717A,1992-01-08T00:00:00Z,2005-12-11T00:00:00Z,Mechanical Engineering,ME6401
NUSPF12955,Ryan Wright,XXXXX820A,1982-10-12T00:00:00Z,2014-04-05T00:00:00Z,Division of Graduate Medical Studies,CAH5106
NUSPF12956,Matthew Booth,XXXXX910A,1993-09-20T00:00:00Z,2005-01-27T00:00:00Z,NUS College Dean's Office,NRM3301
NUSPF12957,Scott Hunt,XXXXX897A,1990-05-30T00:00:00Z,2003-07-31T00:00:00Z,Mathematics,MA4266
NUSPF12958,Steven Jones,XXXXX808A,1991-06-21T00:00:00Z,2010-03-03T00:00:00Z,Sociology and Anthropology,SC3216
NUSPF12959,George Williams,XXXXX496A,1984-06-18T00:00:00Z,2010-12-03T00:00:00Z,FASS DO/Office of Programmes,FAS2552
NUSPF12960,Jacqueline Rojas,XXXXX434A,1988-07-25T00:00:00Z,2003-05-17T00:00:00Z,Mechanical Engineering,ME5361
NUSPF12961,Alexandra Huff,XXXXX792A,1973-12-26T00:00:00Z,2009-09-03T00:00:00Z,BIZ Dean's Office,BWS3806
NUSPF12962,Melissa Morris,XXXXX820A,1973-03-02T00:00:00Z,2013-06-20T00:00:00Z,BIZ Dean's Office,BMS5407
NUSPF12963,Kristy Williams,XXXXX784A,1985-12-27T00:00:00Z,2003-05-12T00:00:00Z,Mechanobiology Institute (MBI),MB5104
NUSPF12964,Melissa Murray,XXXXX962A,1988-06-25T00:00:00Z,2001-05-10T00:00:00Z,Physics,PC5206
NUSPF12965,Lisa Benton,XXXXX635A,1985-06-04T00:00:00Z,2007-02-26T00:00:00Z,SCALE Dean's Office,TME2143
NUSPF12966,Vanessa Murphy,XXXXX742A,1974-06-20T00:00:00Z,2004-11-24T00:00:00Z,Centre for Future-ready Grads,CFG2002VN
NUSPF12967,Carolyn Chavez,XXXXX801A,1994-06-27T00:00:00Z,1999-09-20T00:00:00Z,Economics,EC4304HM
NUSPF12968,Alison Farley,XXXXX463A,1989-05-04T00:00:00Z,2000-03-12T00:00:00Z,SCALE Dean's Office,TIE2100
NUSPF12969,Leslie Delgado,XXXXX324A,1986-10-12T00:00:00Z,2000-04-04T00:00:00Z,BIZ Dean's Office,BMT5401B
NUSPF12970,Stefanie Robles,XXXXX344A,1985-04-22T00:00:00Z,2010-04-25T00:00:00Z,Political Science,PS4332HM
NUSPF12971,Karen Webb,XXXXX853A,1969-12-14T00:00:00Z,2001-02-23T00:00:00Z,Yale-NUS College,YIR4302G
NUSPF12972,Tiffany Miranda,XXXXX847A,1993-10-13T00:00:00Z,2006-04-29T00:00:00Z,Real Estate,RE2706
NUSPF12973,Dr. Jose Charles,XXXXX804A,1991-09-05T00:00:00Z,2010-12-30T00:00:00Z,Mechanical Engineering,ME5600B
NUSPF12974,Richard Hansen,XXXXX192A,1985-02-07T00:00:00Z,2002-12-07T00:00:00Z,Civil and Environmental Engineering,CE5113QB
NUSPF12975,Jacob Hahn,XXXXX783A,1983-02-21T00:00:00Z,2009-07-25T00:00:00Z,Malay Studies,MS2212
NUSPF12976,Misty Townsend,XXXXX216A,1982-03-08T00:00:00Z,2001-09-01T00:00:00Z,Duke-NUS Dean's Office,GMS5801
NUSPF12977,Christine Harper,XXXXX855A,1972-06-07T00:00:00Z,2008-01-29T00:00:00Z,Chinese Studies,CH4660HM
NUSPF12978,Mr. William Keith,XXXXX558A,1981-03-19T00:00:00Z,2013-07-08T00:00:00Z,Statistics and Data Science,DSS5210
NUSPF12979,Katherine Parker,XXXXX780A,1973-11-23T00:00:00Z,2011-11-06T00:00:00Z,NUS Medicine Dean's Office,CDM5104
NUSPF12980,Tyler Lopez,XXXXX407A,1987-05-10T00:00:00Z,2002-08-25T00:00:00Z,Communications and New Media,NM3243
NUSPF12981,Steven Hughes,XXXXX679A,1976-01-11T00:00:00Z,2005-01-13T00:00:00Z,Electrical and Computer Engineering,EEK5105
NUSPF12982,Joseph Hebert,XXXXX988A,1970-08-01T00:00:00Z,2014-02-14T00:00:00Z,SCALE Dean's Office,TEE3331
NUSPF12983,Andrew Morales,XXXXX659A,1979-03-19T00:00:00Z,2000-04-02T00:00:00Z,PharmacyandPharmaceuticalScience,PHS3191
NUSPF12984,Gail Riddle,XXXXX846A,1971-03-09T00:00:00Z,2004-12-22T00:00:00Z,FoL Dean's Office,LL4109V
NUSPF12985,Brittany Hayes,XXXXX833A,1987-12-31T00:00:00Z,2009-10-20T00:00:00Z,Civil and Environmental Engineering,CE5310AB
NUSPF12986,Mark Fields,XXXXX983A,1979-05-30T00:00:00Z,2007-05-15T00:00:00Z,NUS Enterprise Academy,ETP3202S
NUSPF12987,Christopher Lee,XXXXX155A,1990-03-02T00:00:00Z,2008-09-10T00:00:00Z,NUS College Dean's Office,NST2052
NUSPF12988,Sean Stone,XXXXX136A,1981-11-19T00:00:00Z,2010-09-30T00:00:00Z,Strategy and Policy,BMP5202
NUSPF12989,Penny Contreras,XXXXX453A,1977-02-23T00:00:00Z,2003-05-12T00:00:00Z,NUS College Dean's Office,NST2049
NUSPF12990,Stephen Morales,XXXXX881A,1976-01-16T00:00:00Z,2008-01-27T00:00:00Z,Industrial Systems Engineering and Management,IE5004
NUSPF12991,Megan Lindsey,XXXXX490A,1978-08-01T00:00:00Z,2014-03-28T00:00:00Z,SCALE Dean's Office,TCX1004
NUSPF12992,Elizabeth Hughes,XXXXX137A,1983-02-15T00:00:00Z,2008-05-02T00:00:00Z,Japanese Studies,GET1003
NUSPF12993,Melanie Roberts,XXXXX765A,1991-12-02T00:00:00Z,2002-11-12T00:00:00Z,English,EL4213HM
NUSPF12994,Judy Gamble,XXXXX783A,1974-12-22T00:00:00Z,2003-12-17T00:00:00Z,Biological Sciences,FSC4202
NUSPF12995,Jerry Lane,XXXXX762A,1988-09-12T00:00:00Z,2010-03-26T00:00:00Z,Communications and New Media,ACE5402
NUSPF12996,Alan Cox,XXXXX836A,1990-10-23T00:00:00Z,2008-07-13T00:00:00Z,NUS College Dean's Office,NSS2001D
NUSPF12997,Michael Smith,XXXXX874A,1973-11-11T00:00:00Z,2001-02-16T00:00:00Z,FoL Dean's Office,LLJ5094DV
NUSPF12998,Carol Aguilar,XXXXX755A,1975-10-17T00:00:00Z,2007-02-09T00:00:00Z,English,EN3551
NUSPF12999,Carol Phillips,XXXXX943A,1985-12-16T00:00:00Z,2012-06-13T00:00:00Z,FoL Dean's Office,LLJ5007
NUSPF13000,Victor Gonzalez,XXXXX695A,1982-10-11T00:00:00Z,2009-03-17T00:00:00Z,Chinese Studies,CH4201
NUSPF13001,Christopher Sanders,XXXXX325A,1980-04-22T00:00:00Z,2006-04-20T00:00:00Z,PharmacyandPharmaceuticalScience,PR5152
NUSPF13002,Steven Johnson,XXXXX396A,1971-03-15T00:00:00Z,2007-09-08T00:00:00Z,Architecture,UD5602
NUSPF13003,Samuel Hernandez,XXXXX767A,1977-10-20T00:00:00Z,2002-09-21T00:00:00Z,Physics,PC2289R
NUSPF13004,Michael Cox,XXXXX877A,1990-11-05T00:00:00Z,2010-08-29T00:00:00Z,SCALE Dean's Office,TCE2184
NUSPF13005,Michael Wright,XXXXX440A,1984-12-18T00:00:00Z,2001-06-29T00:00:00Z,Chemistry,CM5268
NUSPF13006,Teresa Rivera,XXXXX964A,1992-08-18T00:00:00Z,2007-04-27T00:00:00Z,FoL Dean's Office,LL4177V
NUSPF13007,Joe Shaw,XXXXX306A,1973-10-10T00:00:00Z,2004-07-03T00:00:00Z,Physics,PC3246
NUSPF13008,Wanda Beck,XXXXX794A,1979-01-29T00:00:00Z,2013-07-07T00:00:00Z,NUS-ISS,EBA5006G
NUSPF13009,Daniel Castro,XXXXX572A,1973-12-26T00:00:00Z,2004-06-27T00:00:00Z,Mechanical Engineering,ME4261
NUSPF13010,Samantha Shelton,XXXXX697A,1982-05-26T00:00:00Z,2009-07-18T00:00:00Z,Economics,ECA5102
NUSPF13011,Daniel Brown,XXXXX699A,1973-09-29T00:00:00Z,2007-02-08T00:00:00Z,Economics,EC4333
NUSPF13012,Tina Deleon,XXXXX614A,1981-08-01T00:00:00Z,2012-12-16T00:00:00Z,Residential College 4,UTC2728
NUSPF13013,Heather Holt,XXXXX674A,1979-02-17T00:00:00Z,2012-01-14T00:00:00Z,NUS-ISS,DL5202
NUSPF13014,Donald Stevens,XXXXX699A,1974-07-12T00:00:00Z,2011-03-14T00:00:00Z,YSTCM Dean's Office,MUA4226
NUSPF13015,Mr. Aaron Reyes,XXXXX772A,1985-09-03T00:00:00Z,2000-11-02T00:00:00Z,YSTCM Dean's Office,MUA3241
NUSPF13016,Cesar Wilson,XXXXX600A,1979-01-04T00:00:00Z,2002-01-22T00:00:00Z,SCALE Dean's Office,TCN1111
NUSPF13017,Rachel Becker,XXXXX822A,1976-10-16T00:00:00Z,2014-03-08T00:00:00Z,Japanese Studies,JS3101
NUSPF13018,Mrs. Breanna Bridges DDS,XXXXX219A,1979-12-10T00:00:00Z,2005-08-22T00:00:00Z,NUS College Dean's Office,NSW2001K
NUSPF13019,Anna York,XXXXX430A,1978-02-24T00:00:00Z,2002-04-06T00:00:00Z,Political Science,PS4314
NUSPF13020,Robert Green,XXXXX348A,1980-01-28T00:00:00Z,2003-08-15T00:00:00Z,Finance,FIN3751
NUSPF13021,Michelle Sanchez,XXXXX727A,1992-09-20T00:00:00Z,2001-08-08T00:00:00Z,Chinese Studies,CH6262
NUSPF13022,Peggy Trevino,XXXXX209A,1982-10-24T00:00:00Z,2006-03-21T00:00:00Z,Yale-NUS College,YIR3319
NUSPF13023,David Shaw MD,XXXXX148A,1971-05-16T00:00:00Z,2005-10-31T00:00:00Z,Chinese Studies,CH6262
NUSPF13024,Richard Craig,XXXXX133A,1971-04-26T00:00:00Z,2007-10-15T00:00:00Z,FoL Dean's Office,LLJ5339
NUSPF13025,Pamela Wright,XXXXX800A,1993-11-05T00:00:00Z,2012-05-01T00:00:00Z,Mathematics,MA4313
NUSPF13026,Phillip Donovan,XXXXX437A,1982-07-21T00:00:00Z,2013-11-12T00:00:00Z,YSTCM Dean's Office,MUA3228
NUSPF13027,Brenda Williams,XXXXX688A,1970-02-15T00:00:00Z,2011-07-06T00:00:00Z,Mathematics,MA5216
NUSPF13028,Tom Adams,XXXXX398A,1977-01-04T00:00:00Z,2000-08-26T00:00:00Z,Biomedical Engineering,BN5202
NUSPF13029,Robert Warner,XXXXX693A,1978-04-13T00:00:00Z,2011-03-01T00:00:00Z,Malay Studies,MS2218
NUSPF13030,Alyssa King,XXXXX469A,1993-11-15T00:00:00Z,2012-09-18T00:00:00Z,Yale-NUS College,YIR3301
NUSPF13031,Thomas Dawson,XXXXX845A,1980-06-05T00:00:00Z,2011-05-14T00:00:00Z,Centre for Future-ready Grads,CFG1600
NUSPF13032,Jose West,XXXXX222A,1980-11-09T00:00:00Z,2010-07-27T00:00:00Z,Sociology and Anthropology,GEH1062
NUSPF13033,Monica Pena,XXXXX272A,1990-09-16T00:00:00Z,2011-03-26T00:00:00Z,Mathematics,MA5271
NUSPF13034,Austin Tran,XXXXX610A,1992-12-25T00:00:00Z,2001-01-06T00:00:00Z,Food Science and Technology,FST3288R
NUSPF13035,Christopher Smith,XXXXX499A,1983-08-07T00:00:00Z,2008-10-21T00:00:00Z,Chemistry,CM3191
NUSPF13036,Ashley Martinez,XXXXX759A,1971-01-15T00:00:00Z,2008-01-07T00:00:00Z,Real Estate,RE4807
NUSPF13037,Michael Brown,XXXXX704A,1987-01-04T00:00:00Z,2011-12-17T00:00:00Z,Psychology,PLS8002B
NUSPF13038,Cynthia Jacobs,XXXXX703A,1988-01-22T00:00:00Z,2001-02-19T00:00:00Z,Electrical and Computer Engineering,EE5104
NUSPF13039,Marc Delacruz,XXXXX970A,1993-11-13T00:00:00Z,2006-03-09T00:00:00Z,Psychology,PL4233HM
NUSPF13040,George Murray,XXXXX944A,1969-10-14T00:00:00Z,1999-08-20T00:00:00Z,Residential College 4,UTC1702E
NUSPF13041,Lisa Leon,XXXXX358A,1994-04-26T00:00:00Z,2006-06-23T00:00:00Z,English,GEN2003
NUSPF13042,Alexandra Grant,XXXXX386A,1984-06-27T00:00:00Z,2003-06-11T00:00:00Z,Biochemistry,LSM2106
NUSPF13043,Dawn Weiss,XXXXX824A,1976-07-23T00:00:00Z,2007-07-30T00:00:00Z,YSTCM Dean's Office,MUA4241
NUSPF13044,Carly Valencia,XXXXX556A,1990-11-23T00:00:00Z,2002-11-18T00:00:00Z,Centre for Language Studies,LAC1201
NUSPF13045,David Olsen,XXXXX173A,1978-05-06T00:00:00Z,2008-04-11T00:00:00Z,Duke-NUS Dean's Office,GMS6903
NUSPF13046,Thomas Bell,XXXXX585A,1989-02-14T00:00:00Z,2005-09-23T00:00:00Z,NUS College Dean's Office,NST3901
NUSPF13047,Kayla Nguyen,XXXXX231A,1972-08-27T00:00:00Z,2008-09-03T00:00:00Z,Psychology,PL4251HM
NUSPF13048,Jack Spence,XXXXX155A,1973-06-30T00:00:00Z,2001-11-24T00:00:00Z,Political Science,PS4322
NUSPF13049,Lauren Robertson,XXXXX395A,1981-06-29T00:00:00Z,2014-03-21T00:00:00Z,Chemical and Biomolecular Engineering,CN5204
NUSPF13050,Scott Webb,XXXXX188A,1990-03-01T00:00:00Z,2013-08-08T00:00:00Z,SoC Dean's Office,CP1008
NUSPF13051,Todd Russell,XXXXX248A,1974-06-02T00:00:00Z,2004-03-24T00:00:00Z,Sociology and Anthropology,SC2211
NUSPF13052,Brianna Booth,XXXXX581A,1978-09-23T00:00:00Z,2004-04-05T00:00:00Z,Yale-NUS College,YSS4288
NUSPF13053,Kelly Noble,XXXXX684A,1985-11-01T00:00:00Z,2011-09-15T00:00:00Z,Information Systems and Analytics,BT4221
NUSPF13054,Troy Russell,XXXXX622A,1969-10-23T00:00:00Z,2012-11-25T00:00:00Z,Center for Engl Lang Comms,UTW1001A
NUSPF13055,Victoria Patton,XXXXX881A,1989-08-31T00:00:00Z,2000-07-02T00:00:00Z,NUS College Dean's Office,NST3901
NUSPF13056,Rachel Phillips,XXXXX452A,1994-02-06T00:00:00Z,2012-03-01T00:00:00Z,Biomedical Engineering,BN4701
NUSPF13057,Michael Harmon,XXXXX232A,1972-07-20T00:00:00Z,2008-03-01T00:00:00Z,FoL Dean's Office,LCJ5004
NUSPF13058,Patricia Larsen,XXXXX373A,1969-09-07T00:00:00Z,2001-10-29T00:00:00Z,Biomedical Engineering,BN3402
NUSPF13059,Joseph Lane,XXXXX838A,1976-02-27T00:00:00Z,2002-04-08T00:00:00Z,PharmacyandPharmaceuticalScience,UTOS2002R
NUSPF13060,Abigail Le,XXXXX357A,1984-09-29T00:00:00Z,2001-07-24T00:00:00Z,Chemical and Biomolecular Engineering,CN4221R
NUSPF13061,Edward Kramer,XXXXX200A,1970-07-28T00:00:00Z,2010-07-15T00:00:00Z,Yale-NUS College,YIR3308G
NUSPF13062,Cheryl Conner,XXXXX294A,1982-11-25T00:00:00Z,2012-12-16T00:00:00Z,Physics,PC3246
NUSPF13063,Daniel Gutierrez,XXXXX145A,1982-04-07T00:00:00Z,2004-09-08T00:00:00Z,Duke-NUS Dean's Office,GMS6804
NUSPF13064,Christopher Clark,XXXXX673A,1972-10-17T00:00:00Z,2004-08-23T00:00:00Z,Japanese Studies,JS5203R
NUSPF13065,Donna Singh,XXXXX563A,1993-12-13T00:00:00Z,1999-08-28T00:00:00Z,Food Science and Technology,FST5199
NUSPF13066,Paul Rosales,XXXXX513A,1977-10-29T00:00:00Z,2013-07-13T00:00:00Z,NUS Enterprise Academy,ETP5341
NUSPF13067,Daniel Carroll,XXXXX748A,1975-02-28T00:00:00Z,2010-07-29T00:00:00Z,Information Systems and Analytics,BT4241
NUSPF13068,Cory Hamilton,XXXXX489A,1980-11-14T00:00:00Z,2010-03-11T00:00:00Z,Electrical and Computer Engineering,CEG5003
NUSPF13069,Maria Phillips,XXXXX975A,1992-09-30T00:00:00Z,2014-02-10T00:00:00Z,BIZ Dean's Office,BMS5117
NUSPF13070,Jeremy Garcia,XXXXX948A,1969-11-16T00:00:00Z,2012-08-10T00:00:00Z,Biological Sciences,ZB3311
NUSPF13071,Justin Sharp,XXXXX312A,1970-12-14T00:00:00Z,1999-09-28T00:00:00Z,Mechanical Engineering,ME5666
NUSPF13072,Pamela Mann,XXXXX904A,1975-03-25T00:00:00Z,2009-10-28T00:00:00Z,FoL Dean's Office,LLJ5482V
NUSPF13073,Michele Valentine,XXXXX435A,1987-03-02T00:00:00Z,2004-01-25T00:00:00Z,Analytics and Operations,DBA5106
NUSPF13074,Heidi Lawrence,XXXXX394A,1991-04-08T00:00:00Z,2011-10-14T00:00:00Z,Physics,PC3274A
NUSPF13075,Zachary Brown,XXXXX664A,1976-04-11T00:00:00Z,2002-08-18T00:00:00Z,History,HY4234HM
NUSPF13076,Vincent Tyler,XXXXX836A,1978-03-19T00:00:00Z,2001-06-02T00:00:00Z,Residential College 4,UTC2729
NUSPF13077,Evan Stevenson,XXXXX660A,1982-12-10T00:00:00Z,2013-08-12T00:00:00Z,FoL Dean's Office,LL5008AV
NUSPF13078,Jordan Frye,XXXXX624A,1976-01-09T00:00:00Z,2002-05-22T00:00:00Z,Industrial Design,ID5021
NUSPF13079,Sharon Williams,XXXXX861A,1987-06-17T00:00:00Z,2003-02-10T00:00:00Z,Finance,FIN4719
NUSPF13080,James Blair,XXXXX995A,1970-01-21T00:00:00Z,2003-07-31T00:00:00Z,Statistics and Data Science,ST2313
NUSPF13081,Daniel Davis,XXXXX827A,1986-09-29T00:00:00Z,2010-02-13T00:00:00Z,FoL Dean's Office,LL4482V
NUSPF13082,Bradley Patton,XXXXX889A,1981-11-29T00:00:00Z,2012-12-31T00:00:00Z,Mechanical Engineering,ME5611
NUSPF13083,Susan Levine,XXXXX616A,1988-09-25T00:00:00Z,2013-12-05T00:00:00Z,Malay Studies,GESS1006
NUSPF13084,Melissa Knight,XXXXX817A,1971-11-28T00:00:00Z,2013-03-27T00:00:00Z,FoL Dean's Office,LL5055
NUSPF13085,Jeanette Wilson,XXXXX685A,1991-08-09T00:00:00Z,2012-06-15T00:00:00Z,Chemical and Biomolecular Engineering,CN2106
NUSPF13086,Christopher Barnett,XXXXX287A,1981-08-07T00:00:00Z,2002-05-28T00:00:00Z,Mechanical Engineering,ME6108
NUSPF13087,Tim Norton,XXXXX972A,1969-09-05T00:00:00Z,2007-09-29T00:00:00Z,Center for Engl Lang Comms,SP1541X
NUSPF13088,Michelle King,XXXXX548A,1984-05-13T00:00:00Z,2003-10-24T00:00:00Z,YSTCM Dean's Office,MUA4343
NUSPF13089,Deborah Gordon,XXXXX477A,1978-10-20T00:00:00Z,2004-08-09T00:00:00Z,Industrial Systems Engineering and Management,IE5221
NUSPF13090,Sarah Nichols,XXXXX480A,1991-07-17T00:00:00Z,2007-11-15T00:00:00Z,Mathematics,QF5211
NUSPF13091,Lori Washington,XXXXX385A,1973-11-07T00:00:00Z,2001-03-14T00:00:00Z,FoL Dean's Office,LC1002H
NUSPF13092,Eric Carr,XXXXX363A,1981-04-08T00:00:00Z,2005-02-05T00:00:00Z,Civil and Environmental Engineering,ESE3101
NUSPF13093,Joshua Walters,XXXXX266A,1987-04-25T00:00:00Z,2009-05-16T00:00:00Z,Alice Lee Center for Nursing Studies,NUR3119
NUSPF13094,Elizabeth Cruz,XXXXX586A,1970-08-26T00:00:00Z,2007-10-23T00:00:00Z,Mechanical Engineering,ME2115
NUSPF13095,Charles Nelson,XXXXX583A,1970-08-11T00:00:00Z,2003-04-05T00:00:00Z,Industrial Systems Engineering and Management,IE5005
NUSPF13096,Michael Bailey,XXXXX959A,1979-04-13T00:00:00Z,2013-12-08T00:00:00Z,Yale-NUS College,YSC3214
NUSPF13097,Zachary Adams,XXXXX477A,1981-07-20T00:00:00Z,2004-04-09T00:00:00Z,Asian Inst of Digital Finance,FT5101
NUSPF13098,Amber Harrison,XXXXX279A,1989-12-05T00:00:00Z,2001-08-19T00:00:00Z,Political Science,PS4882D
NUSPF13099,Brandon Cline,XXXXX382A,1975-05-08T00:00:00Z,1999-10-11T00:00:00Z,Information Systems and Analytics,IS3251
NUSPF13100,Kathryn Ball,XXXXX763A,1991-09-28T00:00:00Z,2005-03-01T00:00:00Z,Mathematics,DSE4101
NUSPF13101,Patricia Dillon,XXXXX778A,1970-08-16T00:00:00Z,2001-07-29T00:00:00Z,Alice Lee Center for Nursing Studies,NUR6005
NUSPF13102,Justin Jones,XXXXX641A,1980-05-17T00:00:00Z,2007-01-13T00:00:00Z,English,TS2233
NUSPF13103,Christopher Hernandez,XXXXX597A,1971-12-02T00:00:00Z,2009-10-25T00:00:00Z,YSTCM Dean's Office,MUA3256B
NUSPF13104,Steven Keith,XXXXX893A,1977-05-21T00:00:00Z,2003-03-25T00:00:00Z,BIZ Dean's Office,BMC5026
NUSPF13105,Nicholas Martinez,XXXXX630A,1988-05-11T00:00:00Z,2001-10-28T00:00:00Z,Mechanical Engineering,ME5406
NUSPF13106,Andrew Zimmerman,XXXXX136A,1986-08-19T00:00:00Z,2010-05-24T00:00:00Z,Psychology,PLS8004
NUSPF13107,Adrienne Phelps,XXXXX307A,1977-03-15T00:00:00Z,2004-05-14T00:00:00Z,NUS Enterprise Academy,ETP5311
NUSPF13108,Valerie Gonzalez MD,XXXXX262A,1972-04-08T00:00:00Z,2006-04-01T00:00:00Z,BIZ Dean's Office,BMA5136
NUSPF13109,James Adkins,XXXXX612A,1971-03-22T00:00:00Z,2000-12-14T00:00:00Z,Chemistry,UTOS2001C
NUSPF13110,Sierra Holt,XXXXX612A,1976-11-15T00:00:00Z,2014-07-01T00:00:00Z,FoL Dean's Office,LCD5204BV
NUSPF13111,Jennifer Walker,XXXXX464A,1991-08-14T00:00:00Z,2002-07-22T00:00:00Z,Industrial Systems Engineering and Management,MT5912
NUSPF13112,Vernon Romero,XXXXX195A,1986-09-24T00:00:00Z,2003-07-04T00:00:00Z,BIZ Dean's Office,BMA5539
NUSPF13113,Bobby Becker,XXXXX897A,1992-01-14T00:00:00Z,2003-05-30T00:00:00Z,FASS DO/Office of Programmes,NHS4912PH
NUSPF13114,Robert Bennett,XXXXX657A,1985-06-16T00:00:00Z,2012-03-14T00:00:00Z,History,HY4233HM
NUSPF13115,Stephanie Coffey,XXXXX512A,1983-06-21T00:00:00Z,2006-03-18T00:00:00Z,English,EL4252HM
NUSPF13116,Jerome Davis,XXXXX222A,1980-04-25T00:00:00Z,2005-04-18T00:00:00Z,Strategy and Policy,BMP5202
NUSPF13117,Manuel Carlson,XXXXX203A,1984-09-06T00:00:00Z,2009-03-16T00:00:00Z,FoL Dean's Office,LL5359Z
NUSPF13118,Robert Brady,XXXXX615A,1991-07-13T00:00:00Z,2012-02-11T00:00:00Z,SCALE Dean's Office,TIE2140
NUSPF13119,Michelle Castillo,XXXXX565A,1978-10-11T00:00:00Z,2007-03-13T00:00:00Z,Political Science,PS4203HM
NUSPF13120,Jeff Winters,XXXXX228A,1993-05-08T00:00:00Z,2010-12-23T00:00:00Z,SoC Dean's Office,XFC4101
NUSPF13121,Cynthia Holder,XXXXX840A,1994-01-21T00:00:00Z,2004-03-21T00:00:00Z,SSH School of Public Health Dean's Office,SPH2301
NUSPF13122,Lucas Turner,XXXXX591A,1982-06-05T00:00:00Z,2011-09-03T00:00:00Z,Chemistry,CM3288
NUSPF13123,Debra Johnson,XXXXX782A,1983-04-21T00:00:00Z,2006-07-07T00:00:00Z,Physics,HSI2008
NUSPF13124,Jennifer Liu,XXXXX534A,1985-06-18T00:00:00Z,2003-09-21T00:00:00Z,Statistics and Data Science,ST3288
NUSPF13125,Olivia Schmidt,XXXXX746A,1990-10-05T00:00:00Z,2000-12-09T00:00:00Z,NUS Medicine Dean's Office,MDG5251
NUSPF13126,Julie Green,XXXXX322A,1976-01-17T00:00:00Z,2005-11-09T00:00:00Z,BIZ Dean's Office,BMC5022
NUSPF13127,Theresa Mann,XXXXX462A,1985-08-14T00:00:00Z,2007-03-29T00:00:00Z,English,EN3254
NUSPF13128,Lisa Santiago,XXXXX975A,1988-06-08T00:00:00Z,2001-12-21T00:00:00Z,Physics,PC4248
NUSPF13129,Joseph Gallegos,XXXXX978A,1987-10-29T00:00:00Z,2013-11-09T00:00:00Z,Economics,ECA5381
NUSPF13130,Jennifer Taylor,XXXXX941A,1973-05-12T00:00:00Z,2008-02-10T00:00:00Z,YSTCM Dean's Office,MUA4174
NUSPF13131,Gabriel Nunez,XXXXX217A,1975-06-24T00:00:00Z,2013-09-19T00:00:00Z,Political Science,GL4101
NUSPF13132,Renee Holmes,XXXXX763A,1970-09-24T00:00:00Z,2000-03-10T00:00:00Z,NUS College Dean's Office,NST2052
NUSPF13133,Abigail Gonzalez,XXXXX675A,1984-01-27T00:00:00Z,2009-12-20T00:00:00Z,FoL Dean's Office,LL6203C
NUSPF13134,Timothy Abbott,XXXXX769A,1987-07-30T00:00:00Z,2012-11-21T00:00:00Z,Political Science,PS4303
NUSPF13135,Jonathan Campos,XXXXX171A,1986-05-05T00:00:00Z,1999-08-21T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5703
NUSPF13136,Martin Vega,XXXXX408A,1970-11-25T00:00:00Z,2002-12-20T00:00:00Z,Japanese Studies,GEC1032
NUSPF13137,Kyle Le,XXXXX631A,1992-09-21T00:00:00Z,2006-10-17T00:00:00Z,YSTCM Dean's Office,MUA4226
NUSPF13138,Lynn Burch,XXXXX627A,1976-11-11T00:00:00Z,2006-09-07T00:00:00Z,Statistics and Data Science,ST3310
NUSPF13139,Christina Stevens DDS,XXXXX257A,1976-12-01T00:00:00Z,2001-06-07T00:00:00Z,Chemistry,CM3289N
NUSPF13140,Tyler Gordon,XXXXX847A,1990-11-22T00:00:00Z,2006-06-29T00:00:00Z,Yale-NUS College,YHU3293
NUSPF13141,Mr. Hunter Howell Jr.,XXXXX937A,1986-04-01T00:00:00Z,2004-10-14T00:00:00Z,Materials Science and Engineering,MLE6208
NUSPF13142,Laura Irwin,XXXXX590A,1987-05-30T00:00:00Z,2010-07-29T00:00:00Z,Chemical and Biomolecular Engineering,CN6020
NUSPF13143,Troy Benitez,XXXXX270A,1991-03-16T00:00:00Z,2000-04-16T00:00:00Z,Sociology and Anthropology,AN2203
NUSPF13144,Michele Fuller,XXXXX346A,1973-02-23T00:00:00Z,2008-04-26T00:00:00Z,Alice Lee Center for Nursing Studies,NUR3503
NUSPF13145,Daniel Williams,XXXXX436A,1976-10-01T00:00:00Z,2004-11-26T00:00:00Z,Division of Graduate Dental Studies,DY5350
NUSPF13146,Jennifer Scott,XXXXX844A,1981-04-28T00:00:00Z,2014-02-12T00:00:00Z,CDE Dean's Office,CDE2605
