Subject,Predicate,Object,Predicate2,Object2
John Day MD,takes_module,PHS2102,and_scored,B+
John Day MD,takes_module,HS2915,and_scored,B-
John Day MD,takes_module,ENV2289,and_scored,C+
John Day MD,takes_module,UTOS2002F,and_scored,B-
John Day MD,takes_module,DMS1401CM,and_scored,C
John Day MD,takes_module,MA2401,and_scored,B-
John Day MD,takes_module,PC1201,and_scored,A+
Amy Mcpherson,takes_module,ASP1201EC,and_scored,A+
Amy Mcpherson,takes_module,GESS1013,and_scored,A+
Amy Mcpherson,takes_module,GESS1002,and_scored,C+
Amy Mcpherson,takes_module,GEC1005,and_scored,B-
Amy Mcpherson,takes_module,GET1025,and_scored,D
Amy Mcpherson,takes_module,LAM1201,and_scored,C
Amy Mcpherson,takes_module,GESS1027,and_scored,C
Amy Mcpherson,takes_module,ASP1201MS,and_scored,B+
Troy Holmes,takes_module,PC1201,and_scored,C
Troy Holmes,takes_module,GEH1018,and_scored,B-
Troy Holmes,takes_module,PHS1101,and_scored,A+
Troy Holmes,takes_module,DMS1401CM,and_scored,F
Troy Holmes,takes_module,SP1230,and_scored,A+
Troy Holmes,takes_module,HSI1000,and_scored,B
Troy Holmes,takes_module,MA1301X,and_scored,B
Troy Holmes,takes_module,HS1403S,and_scored,D
Albert Case,takes_module,MUA2204,and_scored,F
Albert Case,takes_module,MUA3205,and_scored,B-
Albert Case,takes_module,MUA1168,and_scored,C
Albert Case,takes_module,MUA2154,and_scored,A
Albert Case,takes_module,MUL2107,and_scored,A+
Albert Case,takes_module,MUA2205,and_scored,B-
Albert Case,takes_module,MUA3226,and_scored,A
Albert Case,takes_module,GET1019,and_scored,B
Albert Case,takes_module,MUH2204,and_scored,B
Albert Case,takes_module,MUA2210,and_scored,A+
Albert Case,takes_module,MUA1190,and_scored,B
Albert Case,takes_module,MUT3224,and_scored,F
Albert Case,takes_module,MUH3205,and_scored,B-
Albert Case,takes_module,CFA1111A,and_scored,C+
Albert Case,takes_module,MUA2110,and_scored,D
Albert Case,takes_module,MUA4172,and_scored,D
Albert Case,takes_module,CFA2210,and_scored,A+
Albert Case,takes_module,MUA3179,and_scored,B-
Albert Case,takes_module,MUL1105,and_scored,C
Albert Case,takes_module,MUA4201,and_scored,C+
Albert Case,takes_module,MUA1223,and_scored,C
Albert Case,takes_module,MUA3260,and_scored,A+
Albert Case,takes_module,MUA4215,and_scored,C+
Albert Case,takes_module,MUA4153,and_scored,A+
Albert Case,takes_module,MUA4202,and_scored,F
Albert Case,takes_module,MUA1188,and_scored,F
Albert Case,takes_module,MUH2201,and_scored,A-
Albert Case,takes_module,GET1040,and_scored,A+
Albert Case,takes_module,MUA1109,and_scored,F
Albert Case,takes_module,MUA3213,and_scored,B-
Albert Case,takes_module,MUA4207,and_scored,A+
Albert Case,takes_module,MUA1191,and_scored,C
Susan Dean,takes_module,AR1101A,and_scored,A
Susan Dean,takes_module,LAD1004,and_scored,B
Susan Dean,takes_module,ID1116,and_scored,C+
Susan Dean,takes_module,PF1103,and_scored,B
Susan Dean,takes_module,ID1119,and_scored,D
Susan Dean,takes_module,MLE1001B,and_scored,C
Susan Dean,takes_module,ID1115,and_scored,D
Susan Dean,takes_module,AR1329,and_scored,B-
Christopher Chandler,takes_module,DMB1201DAO,and_scored,C
Christopher Chandler,takes_module,BI3704D,and_scored,C+
Christopher Chandler,takes_module,MNO1706C,and_scored,C+
Christopher Chandler,takes_module,FIN4751,and_scored,A-
Christopher Chandler,takes_module,XFB4002,and_scored,A-
Christopher Chandler,takes_module,BI3002A,and_scored,A-
Christopher Chandler,takes_module,MKT1705C,and_scored,A-
Christopher Chandler,takes_module,BI3704R,and_scored,B+
Christopher Chandler,takes_module,GESS1019,and_scored,D
Christopher Chandler,takes_module,FIN4129,and_scored,D
Christopher Chandler,takes_module,DMB1203MKT,and_scored,C+
Christopher Chandler,takes_module,DAO2703,and_scored,A
Christopher Chandler,takes_module,ACC1701X,and_scored,A-
Christopher Chandler,takes_module,BSP3701B,and_scored,B-
Christopher Chandler,takes_module,DOS4811,and_scored,F
Christopher Chandler,takes_module,BSP1703,and_scored,B+
Christopher Chandler,takes_module,BI3001C,and_scored,C
Christopher Chandler,takes_module,DMB1201DO,and_scored,A
Christopher Chandler,takes_module,RE1702,and_scored,B
Christopher Chandler,takes_module,MKT3752,and_scored,A
Christopher Chandler,takes_module,DOS4715,and_scored,C
Christopher Chandler,takes_module,DMB1201MKT,and_scored,B
Christopher Chandler,takes_module,BLD3004,and_scored,C
Christopher Chandler,takes_module,RE2705,and_scored,A
Christopher Chandler,takes_module,BSP1702,and_scored,B+
Christopher Chandler,takes_module,STR1000,and_scored,B
Christopher Chandler,takes_module,DOS3752,and_scored,D
Christopher Chandler,takes_module,MNO1706B,and_scored,F
Christopher Chandler,takes_module,BWS3804,and_scored,A+
Christopher Chandler,takes_module,BWS3806,and_scored,B+
Christopher Chandler,takes_module,BSE3701,and_scored,C
Christopher Chandler,takes_module,RE1706,and_scored,B+
Stacy Harrison,takes_module,CS1010R,and_scored,B-
Stacy Harrison,takes_module,CS1010J,and_scored,F
Stacy Harrison,takes_module,GEI1000,and_scored,B-
Stacy Harrison,takes_module,CS2030S,and_scored,C+
Stacy Harrison,takes_module,IS2238,and_scored,C
Stacy Harrison,takes_module,IS2103,and_scored,B
Stacy Harrison,takes_module,IT2002,and_scored,F
Stacy Harrison,takes_module,IT1244,and_scored,C+
Stacy Harrison,takes_module,CP2106,and_scored,A-
Stacy Harrison,takes_module,IS2218,and_scored,A
Stacy Harrison,takes_module,CS1231R,and_scored,C+
Stacy Harrison,takes_module,CP1008,and_scored,B-
Stacy Harrison,takes_module,CS2103R,and_scored,F
Stacy Harrison,takes_module,DMC1401CS,and_scored,A-
Stacy Harrison,takes_module,CS2040C,and_scored,F
Stacy Harrison,takes_module,CS2113,and_scored,B-
Kenneth Garcia,takes_module,MUA3226,and_scored,B
Kenneth Garcia,takes_module,MUA1192,and_scored,D
Kenneth Garcia,takes_module,MUA3154,and_scored,F
Kenneth Garcia,takes_module,CFA2210,and_scored,B
Kenneth Garcia,takes_module,MUA2153,and_scored,B
Kenneth Garcia,takes_module,MUA1168,and_scored,B+
Kenneth Garcia,takes_module,MUA3228,and_scored,A+
Kenneth Garcia,takes_module,MUA3133,and_scored,B-
Kenneth Garcia,takes_module,MUA1193,and_scored,B
Kenneth Garcia,takes_module,MUA2110,and_scored,C
Kenneth Garcia,takes_module,MUH2201,and_scored,A-
Kenneth Garcia,takes_module,GEX1027,and_scored,B
Kenneth Garcia,takes_module,MUA1240,and_scored,A+
Kenneth Garcia,takes_module,MUA2255,and_scored,B
Kenneth Garcia,takes_module,MUA3271,and_scored,F
Kenneth Garcia,takes_module,MUA3205,and_scored,A-
Kenneth Garcia,takes_module,MUA3206,and_scored,B-
Kenneth Garcia,takes_module,MUA3260,and_scored,F
Kenneth Garcia,takes_module,MUA2255A,and_scored,B
Kenneth Garcia,takes_module,MUA2154,and_scored,A
Kenneth Garcia,takes_module,MUT3216,and_scored,D
Kenneth Garcia,takes_module,MUA3213,and_scored,A
Kenneth Garcia,takes_module,MUA3194,and_scored,A
Kenneth Garcia,takes_module,GEC1035,and_scored,A+
Loretta Campbell,takes_module,CN1101A,and_scored,A
Loretta Campbell,takes_module,CE2134,and_scored,F
Loretta Campbell,takes_module,LAD2004,and_scored,B+
Loretta Campbell,takes_module,BN2301,and_scored,B
Loretta Campbell,takes_module,PF1107,and_scored,F
Loretta Campbell,takes_module,ESE2101,and_scored,C
Loretta Campbell,takes_module,EG1611,and_scored,C+
Loretta Campbell,takes_module,ID2042,and_scored,C+
Loretta Campbell,takes_module,ID2112,and_scored,A+
Loretta Campbell,takes_module,ID1300,and_scored,A-
Loretta Campbell,takes_module,CDE2311,and_scored,D
Loretta Campbell,takes_module,UTOD2001,and_scored,A-
Loretta Campbell,takes_module,PF2402,and_scored,A-
Loretta Campbell,takes_module,ID1118,and_scored,C+
Loretta Campbell,takes_module,LAD2006,and_scored,B+
Loretta Campbell,takes_module,AR2227,and_scored,B+
Lydia Scott,takes_module,NUR1108C,and_scored,B
Lydia Scott,takes_module,MD1902,and_scored,C
Lydia Scott,takes_module,NUR1113A,and_scored,B+
Lydia Scott,takes_module,MD1903,and_scored,A+
Lydia Scott,takes_module,NUR1123,and_scored,B-
Lydia Scott,takes_module,NUR1114A,and_scored,C+
Lydia Scott,takes_module,NUR1202C,and_scored,C
Lydia Scott,takes_module,GEH1043,and_scored,A-
Steven Harper,takes_module,DMB1201MNO,and_scored,D
Steven Harper,takes_module,MNO1706D,and_scored,B+
Steven Harper,takes_module,MNO1706E,and_scored,B-
Steven Harper,takes_module,DMB1203DAO,and_scored,C+
Steven Harper,takes_module,DMB1202MNO,and_scored,B
Steven Harper,takes_module,BPM1701,and_scored,C+
Steven Harper,takes_module,DMB1204BSP,and_scored,A+
Steven Harper,takes_module,DMB1204DAO,and_scored,B-
Steven Harper,takes_module,DAO1704X,and_scored,B+
Steven Harper,takes_module,RE2705,and_scored,A
Steven Harper,takes_module,DMB1204ACC,and_scored,B+
Steven Harper,takes_module,DMB1203MKT,and_scored,D
Steven Harper,takes_module,DMB1201MKT,and_scored,C
Steven Harper,takes_module,MKT1705X,and_scored,D
Steven Harper,takes_module,DMB1204MNO,and_scored,B
Steven Harper,takes_module,BPM1702,and_scored,A+
Cindy Duncan,takes_module,PHS2310,and_scored,F
Cindy Duncan,takes_module,LSM3288R,and_scored,B+
Cindy Duncan,takes_module,LSM1301,and_scored,A
Cindy Duncan,takes_module,MA2313,and_scored,A
Cindy Duncan,takes_module,FST3181,and_scored,C
Cindy Duncan,takes_module,GESS1016,and_scored,B+
Cindy Duncan,takes_module,ST3310,and_scored,A
Cindy Duncan,takes_module,QF3312,and_scored,B-
Cindy Duncan,takes_module,PC3289N,and_scored,B+
Cindy Duncan,takes_module,LSM3260,and_scored,D
Cindy Duncan,takes_module,HS2904,and_scored,A
Cindy Duncan,takes_module,FST2312,and_scored,A
Cindy Duncan,takes_module,UTOS2002,and_scored,B+
Cindy Duncan,takes_module,GEC1016,and_scored,C+
Cindy Duncan,takes_module,UTOS2201C,and_scored,B+
Cindy Duncan,takes_module,LSM3201,and_scored,A+
Cindy Duncan,takes_module,ENV3288,and_scored,C+
Cindy Duncan,takes_module,UTOS2002C,and_scored,C
Cindy Duncan,takes_module,LSM3289R,and_scored,C+
Cindy Duncan,takes_module,ENV2288,and_scored,A
Cindy Duncan,takes_module,FST2204,and_scored,A-
Cindy Duncan,takes_module,DSA3313,and_scored,C
Cindy Duncan,takes_module,UTOS2001P,and_scored,D
Cindy Duncan,takes_module,HSI1000,and_scored,A-
Trevor Davis,takes_module,HS1401S,and_scored,C
Trevor Davis,takes_module,UTOS2002R,and_scored,A+
Trevor Davis,takes_module,LSM3312,and_scored,B
Trevor Davis,takes_module,MA2313,and_scored,F
Trevor Davis,takes_module,HS1404S,and_scored,A+
Trevor Davis,takes_module,UTOS2002S,and_scored,B
Trevor Davis,takes_module,MA2310,and_scored,B+
Trevor Davis,takes_module,FDP2021,and_scored,A+
Trevor Davis,takes_module,SP2402,and_scored,A-
Trevor Davis,takes_module,HS1402S,and_scored,C
Trevor Davis,takes_module,ENV3288R,and_scored,A-
Trevor Davis,takes_module,FST3181,and_scored,B-
Trevor Davis,takes_module,LSM3313,and_scored,D
Trevor Davis,takes_module,HS1502,and_scored,A-
Trevor Davis,takes_module,UTOS2001R,and_scored,D
Trevor Davis,takes_module,PC3289A,and_scored,D
Trevor Davis,takes_module,PC2239,and_scored,A+
Trevor Davis,takes_module,COS1000,and_scored,B
Trevor Davis,takes_module,CM3289R,and_scored,B-
Trevor Davis,takes_module,HS2904,and_scored,F
Trevor Davis,takes_module,PR1154,and_scored,F
Trevor Davis,takes_module,FST3287,and_scored,A
Trevor Davis,takes_module,PR1150,and_scored,C
Trevor Davis,takes_module,ENV2288,and_scored,A
April Goodman,takes_module,MUA1109,and_scored,B+
April Goodman,takes_module,MUA4113,and_scored,C
April Goodman,takes_module,MUA1196,and_scored,B
April Goodman,takes_module,MUT1102,and_scored,A
April Goodman,takes_module,MUA3221,and_scored,B+
April Goodman,takes_module,MUA2256,and_scored,B-
April Goodman,takes_module,MUA4172,and_scored,B-
April Goodman,takes_module,GES1020,and_scored,D
April Goodman,takes_module,MUA4180,and_scored,A+
April Goodman,takes_module,MUA3255,and_scored,A-
April Goodman,takes_module,MUA1154,and_scored,A-
April Goodman,takes_module,MUA1101,and_scored,B-
April Goodman,takes_module,MUH2204,and_scored,A
April Goodman,takes_module,MUA2172,and_scored,A
April Goodman,takes_module,MUA4154,and_scored,D
April Goodman,takes_module,MUT3224,and_scored,A+
April Goodman,takes_module,MUA1163,and_scored,F
April Goodman,takes_module,MUA3115,and_scored,A-
April Goodman,takes_module,MUA2154,and_scored,D
April Goodman,takes_module,MUA3133,and_scored,A+
April Goodman,takes_module,MUA2109,and_scored,A-
April Goodman,takes_module,MUA1165,and_scored,C+
April Goodman,takes_module,MUA3224,and_scored,B-
April Goodman,takes_module,MUL2107,and_scored,A-
April Goodman,takes_module,MUA3233,and_scored,C+
April Goodman,takes_module,MUA1159,and_scored,B
April Goodman,takes_module,MUA3109,and_scored,B+
April Goodman,takes_module,CFA1111B,and_scored,C
April Goodman,takes_module,MUA2157,and_scored,A
April Goodman,takes_module,MUA1153,and_scored,B-
April Goodman,takes_module,GEX1027,and_scored,A-
April Goodman,takes_module,MUA3271,and_scored,B+
Kristy Allen,takes_module,IS1108,and_scored,A-
Kristy Allen,takes_module,CS1010S,and_scored,A
Kristy Allen,takes_module,GEI1000,and_scored,B+
Kristy Allen,takes_module,CP1008,and_scored,F
Kristy Allen,takes_module,CS2100,and_scored,A+
Kristy Allen,takes_module,IS1128,and_scored,F
Kristy Allen,takes_module,CP2201,and_scored,D
Kristy Allen,takes_module,IS2238,and_scored,A-
Kristy Allen,takes_module,IT1244,and_scored,B-
Kristy Allen,takes_module,DMC1401,and_scored,A+
Kristy Allen,takes_module,DMC1401CS,and_scored,B+
Kristy Allen,takes_module,BT1101,and_scored,A
Kristy Allen,takes_module,CS1010R,and_scored,B-
Kristy Allen,takes_module,CS2103R,and_scored,C+
Kristy Allen,takes_module,CS2030S,and_scored,A
Kristy Allen,takes_module,DMC1401IS,and_scored,A
Sarah Mcneil,takes_module,PC3289A,and_scored,B-
Sarah Mcneil,takes_module,PC2312,and_scored,B+
Sarah Mcneil,takes_module,PC3239,and_scored,A+
Sarah Mcneil,takes_module,PC1201,and_scored,A-
Sarah Mcneil,takes_module,HS1502,and_scored,C
Sarah Mcneil,takes_module,UTOS2201C,and_scored,D
Sarah Mcneil,takes_module,ST3312,and_scored,B+
Sarah Mcneil,takes_module,MA2313,and_scored,D
Sarah Mcneil,takes_module,UTOS2201F,and_scored,B+
Sarah Mcneil,takes_module,HS2915,and_scored,B-
Sarah Mcneil,takes_module,ENV3289,and_scored,A+
Sarah Mcneil,takes_module,UTOS2002M,and_scored,F
Sarah Mcneil,takes_module,HSI1000,and_scored,A-
Sarah Mcneil,takes_module,LSM1303,and_scored,C+
Sarah Mcneil,takes_module,MA1301X,and_scored,D
Sarah Mcneil,takes_module,LSM3310,and_scored,A
Sarah Mcneil,takes_module,UTOS2002P,and_scored,B
Sarah Mcneil,takes_module,ENV3104,and_scored,D
Sarah Mcneil,takes_module,PC3289N,and_scored,A
Sarah Mcneil,takes_module,PC2174A,and_scored,A
Sarah Mcneil,takes_module,UTOS2002S,and_scored,B
Sarah Mcneil,takes_module,CM3289R,and_scored,A+
Sarah Mcneil,takes_module,MA2310,and_scored,B
Sarah Mcneil,takes_module,FDP2011,and_scored,D
Holly Williams,takes_module,MUA1109,and_scored,F
Holly Williams,takes_module,MUA3169,and_scored,A+
Holly Williams,takes_module,MUA2203,and_scored,A+
Holly Williams,takes_module,MUA2153,and_scored,C
Holly Williams,takes_module,GEX1022,and_scored,A
Holly Williams,takes_module,MUA3194,and_scored,A+
Holly Williams,takes_module,MUT3216,and_scored,C
Holly Williams,takes_module,MUH3203,and_scored,A+
Holly Williams,takes_module,GEX1027,and_scored,C+
Holly Williams,takes_module,GEC1014,and_scored,C+
Holly Williams,takes_module,MUA3133,and_scored,C+
Holly Williams,takes_module,MUT3224,and_scored,F
Holly Williams,takes_module,MUA3260,and_scored,A+
Holly Williams,takes_module,MUA3256,and_scored,B
Holly Williams,takes_module,MUA1163,and_scored,D
Holly Williams,takes_module,MUA2110,and_scored,C+
Holly Williams,takes_module,MUA1172,and_scored,B-
Holly Williams,takes_module,GEC1023,and_scored,D
Holly Williams,takes_module,MUA3213,and_scored,B-
Holly Williams,takes_module,MUA3110,and_scored,F
Holly Williams,takes_module,MUL1105,and_scored,C
Holly Williams,takes_module,MUA1154,and_scored,A+
Holly Williams,takes_module,MUH1101,and_scored,F
Holly Williams,takes_module,MUA2230,and_scored,A
Anthony Brown,takes_module,GESS1011,and_scored,C+
Anthony Brown,takes_module,AR3722,and_scored,A
Anthony Brown,takes_module,ME3163,and_scored,C+
Anthony Brown,takes_module,ESE3301,and_scored,C+
Anthony Brown,takes_module,BN2105,and_scored,C+
Anthony Brown,takes_module,IPM2103,and_scored,B+
Anthony Brown,takes_module,IPM2102,and_scored,B-
Anthony Brown,takes_module,UTOD2002,and_scored,D
Anthony Brown,takes_module,EG2606A,and_scored,D
Anthony Brown,takes_module,CDE3301,and_scored,B
Anthony Brown,takes_module,IPM4103,and_scored,D
Anthony Brown,takes_module,ESE2102,and_scored,A-
Anthony Brown,takes_module,ME2104,and_scored,B+
Anthony Brown,takes_module,ID4108,and_scored,F
Anthony Brown,takes_module,ID1118,and_scored,B
Anthony Brown,takes_module,CDE2000,and_scored,B+
Anthony Brown,takes_module,BN2102,and_scored,D
Anthony Brown,takes_module,AR3223,and_scored,B+
Anthony Brown,takes_module,PF3306,and_scored,C
Anthony Brown,takes_module,ME4212,and_scored,F
Anthony Brown,takes_module,ESE2101,and_scored,A+
Anthony Brown,takes_module,AR2227,and_scored,C+
Anthony Brown,takes_module,ME1102,and_scored,B
Anthony Brown,takes_module,BN4302,and_scored,A-
Anthony Brown,takes_module,EG2606B,and_scored,B+
Anthony Brown,takes_module,BN2001,and_scored,B+
Anthony Brown,takes_module,CE3001,and_scored,B-
Anthony Brown,takes_module,CE2407A,and_scored,D
Anthony Brown,takes_module,CE1103,and_scored,C+
Anthony Brown,takes_module,ID2119,and_scored,C+
Anthony Brown,takes_module,ID2112,and_scored,C+
Anthony Brown,takes_module,CDE2310,and_scored,F
Teresa Contreras,takes_module,GET1041,and_scored,B-
Teresa Contreras,takes_module,GE2102,and_scored,A+
Teresa Contreras,takes_module,GE3250,and_scored,F
Teresa Contreras,takes_module,GES1004,and_scored,A+
Teresa Contreras,takes_module,SW3222,and_scored,C+
Teresa Contreras,takes_module,SC3211,and_scored,A
Teresa Contreras,takes_module,GE1101E,and_scored,B+
Teresa Contreras,takes_module,MS3218,and_scored,B
Teresa Contreras,takes_module,PE2101P,and_scored,C
Teresa Contreras,takes_module,GET1029,and_scored,B-
Teresa Contreras,takes_module,CL1101E,and_scored,B+
Teresa Contreras,takes_module,HY2262,and_scored,F
Teresa Contreras,takes_module,NM3245,and_scored,A-
Teresa Contreras,takes_module,NM2223,and_scored,C+
Teresa Contreras,takes_module,GEC1024,and_scored,B
Teresa Contreras,takes_module,JS1101E,and_scored,A-
Teresa Contreras,takes_module,HY2237,and_scored,B+
Teresa Contreras,takes_module,GESS1029,and_scored,A
Teresa Contreras,takes_module,MS3213,and_scored,D
Teresa Contreras,takes_module,GES1002,and_scored,D
Teresa Contreras,takes_module,AN2206,and_scored,B
Teresa Contreras,takes_module,HS2917,and_scored,C+
Teresa Contreras,takes_module,UTOA2001JS,and_scored,A-
Teresa Contreras,takes_module,PS3272,and_scored,A-
Kristen Hamilton,takes_module,MUA1107,and_scored,B+
Kristen Hamilton,takes_module,CFA1111A,and_scored,B+
Kristen Hamilton,takes_module,MUA1223,and_scored,B-
Kristen Hamilton,takes_module,GET1019,and_scored,B-
Kristen Hamilton,takes_module,GESS1015,and_scored,A-
Kristen Hamilton,takes_module,MUH1101,and_scored,B+
Kristen Hamilton,takes_module,MUT1201,and_scored,B-
Kristen Hamilton,takes_module,CFA1111B,and_scored,F
Lori Lamb,takes_module,BI3001B,and_scored,A
Lori Lamb,takes_module,DMB1201ACC,and_scored,C+
Lori Lamb,takes_module,DMB1202BSP,and_scored,B+
Lori Lamb,takes_module,DMB1203BSP,and_scored,A
Lori Lamb,takes_module,RE2705,and_scored,A
Lori Lamb,takes_module,BSP1702,and_scored,D
Lori Lamb,takes_module,STR1000,and_scored,B+
Lori Lamb,takes_module,FIN3139,and_scored,B+
Lori Lamb,takes_module,RE2702,and_scored,F
Lori Lamb,takes_module,DMB1203MNO,and_scored,C+
Lori Lamb,takes_module,MKT1705X,and_scored,C+
Lori Lamb,takes_module,DMB1201MKT,and_scored,D
Lori Lamb,takes_module,DMB1201DO,and_scored,A
Lori Lamb,takes_module,BWS3816,and_scored,A
Lori Lamb,takes_module,BI3712B,and_scored,A+
Lori Lamb,takes_module,DMB1202MKT,and_scored,C+
Lori Lamb,takes_module,ACC1701A,and_scored,B-
Lori Lamb,takes_module,MNO1706B,and_scored,F
Lori Lamb,takes_module,MNO1706X,and_scored,A+
Lori Lamb,takes_module,BI3002B,and_scored,C
Lori Lamb,takes_module,FIN3751,and_scored,C+
Lori Lamb,takes_module,RE1707,and_scored,A
Lori Lamb,takes_module,DMB1203DAO,and_scored,A
Lori Lamb,takes_module,ACC3706,and_scored,B+
Andrew Hernandez,takes_module,PF2110,and_scored,D
Andrew Hernandez,takes_module,ESP2106,and_scored,A
Andrew Hernandez,takes_module,AR2522,and_scored,D
Andrew Hernandez,takes_module,IPM1103,and_scored,C+
Andrew Hernandez,takes_module,ESP2111,and_scored,F
Andrew Hernandez,takes_module,PF1108,and_scored,B-
Andrew Hernandez,takes_module,BN2001,and_scored,C
Andrew Hernandez,takes_module,IE2111,and_scored,F
Andrew Hernandez,takes_module,ESE2101,and_scored,A-
Andrew Hernandez,takes_module,GES1013,and_scored,B-
Andrew Hernandez,takes_module,IE2141,and_scored,C
Andrew Hernandez,takes_module,GES1019,and_scored,B+
Andrew Hernandez,takes_module,ID2114,and_scored,D
Andrew Hernandez,takes_module,IPM1104,and_scored,B
Andrew Hernandez,takes_module,ID1114,and_scored,A
Andrew Hernandez,takes_module,ID1300,and_scored,A+
Bryan Silva,takes_module,MIH1101,and_scored,D
Bryan Silva,takes_module,NUR2113,and_scored,A-
Bryan Silva,takes_module,NUR3120,and_scored,A
Bryan Silva,takes_module,NUR2124,and_scored,B
Bryan Silva,takes_module,NUR3202C,and_scored,C+
Bryan Silva,takes_module,NUR1124,and_scored,B-
Bryan Silva,takes_module,NUR3505,and_scored,A+
Bryan Silva,takes_module,NUR1107B,and_scored,B
Bryan Silva,takes_module,NUR3116B,and_scored,B+
Bryan Silva,takes_module,NUR3205D,and_scored,B-
Bryan Silva,takes_module,NUR3116C,and_scored,A+
Bryan Silva,takes_module,GEC1011,and_scored,D
Bryan Silva,takes_module,ALS1010,and_scored,A
Bryan Silva,takes_module,MD3140E,and_scored,A
Bryan Silva,takes_module,NUR1125,and_scored,B-
Bryan Silva,takes_module,MD1902,and_scored,C+
Bryan Silva,takes_module,NUR3501,and_scored,F
Bryan Silva,takes_module,NUR2502,and_scored,C
Bryan Silva,takes_module,MIC2000A,and_scored,B+
Bryan Silva,takes_module,NUR1108C,and_scored,C
Bryan Silva,takes_module,MIH2201,and_scored,B
Bryan Silva,takes_module,MIH2202,and_scored,A
Bryan Silva,takes_module,NUR2503,and_scored,A+
Bryan Silva,takes_module,NUR1202C,and_scored,C+
Keith Ward,takes_module,EL4401,and_scored,B+
Keith Ward,takes_module,EC3551,and_scored,B-
Keith Ward,takes_module,CH4204HM,and_scored,A+
Keith Ward,takes_module,NHS3911SC,and_scored,C+
Keith Ward,takes_module,JS4227HM,and_scored,A+
Keith Ward,takes_module,GE3254,and_scored,B+
Keith Ward,takes_module,GESS1005,and_scored,B
Keith Ward,takes_module,HY2235,and_scored,C
Keith Ward,takes_module,NM4254HM,and_scored,A-
Keith Ward,takes_module,SE4101HM,and_scored,A+
Keith Ward,takes_module,GL3551,and_scored,A-
Keith Ward,takes_module,PS3276,and_scored,B-
Keith Ward,takes_module,SC4202,and_scored,D
Keith Ward,takes_module,GESS1012,and_scored,B+
Keith Ward,takes_module,GE4660HM,and_scored,B-
Keith Ward,takes_module,NM4260HM,and_scored,B+
Keith Ward,takes_module,EN4222,and_scored,C
Keith Ward,takes_module,GE4224HM,and_scored,A
Keith Ward,takes_module,EL1101E,and_scored,B+
Keith Ward,takes_module,MS4880A,and_scored,A+
Keith Ward,takes_module,GEX1011,and_scored,B
Keith Ward,takes_module,MS4207HM,and_scored,B
Keith Ward,takes_module,TS4218HM,and_scored,F
Keith Ward,takes_module,PS4401HM,and_scored,C
Keith Ward,takes_module,ASP1201MS,and_scored,B-
Keith Ward,takes_module,PS3249,and_scored,A-
Keith Ward,takes_module,NM3244,and_scored,D
Keith Ward,takes_module,SC4218HM,and_scored,A+
Keith Ward,takes_module,NM3550C,and_scored,B
Keith Ward,takes_module,SN4401HM,and_scored,F
Keith Ward,takes_module,SN3223,and_scored,C+
Keith Ward,takes_module,GL4884AHM,and_scored,B-
Latoya Solomon,takes_module,BN2111,and_scored,B-
Latoya Solomon,takes_module,ID2112,and_scored,B
Latoya Solomon,takes_module,EG2605,and_scored,A-
Latoya Solomon,takes_module,ME3261,and_scored,B
Latoya Solomon,takes_module,PF3210,and_scored,C+
Latoya Solomon,takes_module,IPM3102,and_scored,A
Latoya Solomon,takes_module,PF3401,and_scored,D
Latoya Solomon,takes_module,CDE2605R,and_scored,D
Latoya Solomon,takes_module,BN2001,and_scored,B
Latoya Solomon,takes_module,AR3223,and_scored,A
Latoya Solomon,takes_module,IPM1103,and_scored,A+
Latoya Solomon,takes_module,ESP3903,and_scored,A
Latoya Solomon,takes_module,BN2201,and_scored,C+
Latoya Solomon,takes_module,PF3211,and_scored,B+
Latoya Solomon,takes_module,PF2102,and_scored,A-
Latoya Solomon,takes_module,PF1108,and_scored,D
Latoya Solomon,takes_module,CN1101A,and_scored,A
Latoya Solomon,takes_module,PF3306,and_scored,A+
Latoya Solomon,takes_module,ESE2101,and_scored,C+
Latoya Solomon,takes_module,ESP2106,and_scored,A
Latoya Solomon,takes_module,AR1102,and_scored,B
Latoya Solomon,takes_module,PF3502,and_scored,D
Latoya Solomon,takes_module,EG3611,and_scored,B
Latoya Solomon,takes_module,BN2105,and_scored,B-
Cristina Khan DDS,takes_module,HS1403S,and_scored,A
Cristina Khan DDS,takes_module,DMS1401SP,and_scored,A-
Cristina Khan DDS,takes_module,HS1401S,and_scored,B+
Cristina Khan DDS,takes_module,GEC1016,and_scored,C
Cristina Khan DDS,takes_module,MA1301,and_scored,C+
Cristina Khan DDS,takes_module,MA1100,and_scored,A
Cristina Khan DDS,takes_module,MA1505,and_scored,B+
Cristina Khan DDS,takes_module,HSI1000,and_scored,B+
Thomas Sanders,takes_module,LC1001G,and_scored,A-
Thomas Sanders,takes_module,LC1002C,and_scored,D
Thomas Sanders,takes_module,LC1003,and_scored,C
Thomas Sanders,takes_module,LC1001C,and_scored,C+
Thomas Sanders,takes_module,LC1001B,and_scored,C
Thomas Sanders,takes_module,LC1002D,and_scored,B
Thomas Sanders,takes_module,LC1002B,and_scored,F
Thomas Sanders,takes_module,LC1002H,and_scored,B+
Daniel Tran,takes_module,AR3151,and_scored,B+
Daniel Tran,takes_module,ME3252,and_scored,B-
Daniel Tran,takes_module,ID3129,and_scored,B
Daniel Tran,takes_module,IPM1103,and_scored,A
